doctor.	3600	in	soa	v0n0.nic.doctor. hostmaster.donuts.email. 1759366716 7200 900 1209600 3600
02in2jjqvvco6hpivl6e5piilehbjl5c.doctor.	3600	in	nsec3	1 1 0 73 06O2G3M6QKM1ENFVJ77M6FB78K40VQKQ NS DS RRSIG
02in2jjqvvco6hpivl6e5piilehbjl5c.doctor.	3600	in	rrsig	NSEC3 8 2 3600 20251022154215 20251001144215 28830 doctor. DsNOIf1tzgTqX2c8Ri0NAD2fCqzYYywFo3xM2IIc0zphr7Z21j5liikA6Ad/jGAazUef2OvciMHkCItgrrlph9MqRoVgV2dtJ08hFjkZhgwfPk+kraXaaIo5ekK4qNLjNaVDva5x2cEXzTJq1P0DQtnr6x7RRI8nt63XCYbgv6Q=
06o2g3m6qkm1enfvj77m6fb78k40vqkq.doctor.	3600	in	nsec3	1 1 0 73 0AI0VDLN4SSNIH7KHHRUITO5A3DET4KT NS DS RRSIG
06o2g3m6qkm1enfvj77m6fb78k40vqkq.doctor.	3600	in	rrsig	NSEC3 8 2 3600 20251022154215 20251001144215 28830 doctor. S9Vk8jH16RZwk+H8W5gLnzaai7bfFRs4IZP02rMnNACBEIpw469CNJTmgoUHOMJul+KrNE65P0Qj6aOS37zUL3yJO+PpLXaM+nzHuzMHM/epLWcDHgjfWpo/0qoj2SEwqQm6qC7/HtfE7L61gQ/W6C41osbNfs7atA9oKX1Fr/c=
0ai0vdln4ssnih7khhruito5a3det4kt.doctor.	3600	in	nsec3	1 1 0 73 0F8UILUGJ6LGTDB10QBTFR0HG668VK3R NS DS RRSIG
0ai0vdln4ssnih7khhruito5a3det4kt.doctor.	3600	in	rrsig	NSEC3 8 2 3600 20251022154215 20251001144215 28830 doctor. QyVEBtSF8k+01Y43Mpb9Lqm+27y3SFkorDRR+J/U8VTkIK5tDTGWAKtd0OUF5TS6DEeTWeslrToq/830PHjhGIhc1PQvdRJOCwvIPz35LyWpvhElasEiz7rm/hnUUYlwtQ1bgZTs/98jKJY60kTnxjZ0auY9Kn6cEHjhPEVxuJA=
0f8uilugj6lgtdb10qbtfr0hg668vk3r.doctor.	3600	in	nsec3	1 1 0 73 0FF9C6J7QDCG9DC9H1DGBJ9H5FMPFUOK NS DS RRSIG
0f8uilugj6lgtdb10qbtfr0hg668vk3r.doctor.	3600	in	rrsig	NSEC3 8 2 3600 20251022154215 20251001144215 28830 doctor. ERJIKawE6xYuUTvD3R4sazA18FsRn8SEtzY0Nt1GX27lALbw2RkNRU1SXKvEeUXG4vN9zXShICiLo6tFH54oZoHKU/iJ2Q6xgfWM2nK0HED8X2eYIxATc7sN8pz0vqOMi5FurwDUk26aFQ2KIAqWI0ObVKk7kZmPw/aBF0upoDw=
0ff9c6j7qdcg9dc9h1dgbj9h5fmpfuok.doctor.	3600	in	nsec3	1 1 0 73 0HNGKO3N0PJ8DIMR8F10QP4D8BN8QV0P NS DS RRSIG
0ff9c6j7qdcg9dc9h1dgbj9h5fmpfuok.doctor.	3600	in	rrsig	NSEC3 8 2 3600 20251022154215 20251001144215 28830 doctor. WC56N9m6TGwlUDHhj3LC0aRwAGrZbcLdsJksk6zkvQ+I4QtfjBwr/u54EqnWqYLwp9//ZPsDftC7yKz0DI8n50VF5F8ulGYHvsHyyrU8+CAxjkxClzzbV41SEEM4B3IRjmhc8pvkKpcWJ9iAJIHM2nY5p34mwaxrgbtWnUUSXbU=
0hngko3n0pj8dimr8f10qp4d8bn8qv0p.doctor.	3600	in	nsec3	1 1 0 73 0NAHH3OHHUOP13AC53LT28IPID4L8821 NS DS RRSIG
0hngko3n0pj8dimr8f10qp4d8bn8qv0p.doctor.	3600	in	rrsig	NSEC3 8 2 3600 20251022154215 20251001144215 28830 doctor. SABLyi9sMYBy0a+vH5yyoaL83QoUVhuTuXUQc+/8OxcPXh1qMpk1FXA1BUnrfaQ05mwISXr+ns3VSlsd5SkSK3pnSLZL2V9/KrBBuU2hOzZa4J26Xu6SjB6wpkHxKAt0K5ITAgVCmohUzp0mZysGoQb1BYazEIB9XOZ9f9oZgbI=
0nahh3ohhuop13ac53lt28ipid4l8821.doctor.	3600	in	nsec3	1 1 0 73 0PGSEAO23CPTEE2EUU2PFD3TO7EBUSL2 NS DS RRSIG
0nahh3ohhuop13ac53lt28ipid4l8821.doctor.	3600	in	rrsig	NSEC3 8 2 3600 20251022154215 20251001144215 28830 doctor. QELqlWVlIvlfc1mGPyqYbPL2VxrmpzbuWOKByBDiMNyCeldP3AvgrZRP3kv4E2pTVdet7MNjaS4MI1z7XZhrZAYqk9cQz4EQnWnMO5SDFrqZOEsjGljTagyR6REWmyV4GNfnhHbRewgZ3H4C16J8XyEag4vQb0XJSQyqwkkhyS8=
0pgseao23cptee2euu2pfd3to7ebusl2.doctor.	3600	in	nsec3	1 1 0 73 0Q96O4E9RFM5FBEGIF80HUE2JHRTQD2O NS DS RRSIG
0pgseao23cptee2euu2pfd3to7ebusl2.doctor.	3600	in	rrsig	NSEC3 8 2 3600 20251022154215 20251001144215 28830 doctor. A05B1IsvfWEhFqF/UF1ElaDLT4E4ptdwTMCcVXrSKxEGz6JK7sR9XD7ZsJSzvR1/tKc5w22hUzLhkcuN0PHt9QbNDdbZ2EqI1/xte+leiTI54P7gRsy/x3+RuheUAXl/h0vcBZN5lgtwLpidlQ/JVeKkcGLVqe2x1LXFjuK76zA=
0q96o4e9rfm5fbegif80hue2jhrtqd2o.doctor.	3600	in	nsec3	1 1 0 73 10891DUENG71BBB47KNMT6R7R4G6DQ4C NS DS RRSIG
0q96o4e9rfm5fbegif80hue2jhrtqd2o.doctor.	3600	in	rrsig	NSEC3 8 2 3600 20251022154215 20251001144215 28830 doctor. Qb1U6E76jkxcQh4JxtHOlTbsAJGnOawXcMgV8Y0i/qFBUHOyds0r943VVQ6caz1KnP++tQBXiIUkfcb1wxE1TlV55Eog3Vfsn49T24m4vZIGv1G4xi1Dxf/EXS6ZVoiauy5JbVgBLTi7K+tdkeg7y+QRQzODPPoTKPE/AnS8m3U=
1-877-dr-chewy.doctor.	3600	in	ns	dns1.p01.nsone.net.
1-877-dr-chewy.doctor.	3600	in	ns	dns2.p01.nsone.net.
1-877-dr-chewy.doctor.	3600	in	ns	dns3.p01.nsone.net.
1-877-dr-chewy.doctor.	3600	in	ns	dns4.p01.nsone.net.
101.doctor.	3600	in	ns	ns1.sedoparking.com.
101.doctor.	3600	in	ns	ns2.sedoparking.com.
10891dueng71bbb47knmt6r7r4g6dq4c.doctor.	3600	in	nsec3	1 1 0 73 1DGO9HBE5BUP2AANDQLAPJ092035TPMJ NS DS RRSIG
10891dueng71bbb47knmt6r7r4g6dq4c.doctor.	3600	in	rrsig	NSEC3 8 2 3600 20251022154215 20251001144215 28830 doctor. fapQTJso68Pw4VW4rVPhciRGfspfz8tWusPIQJTHbmm8Av1/6kd+e0hCrOdIRAEkebXPx+V+S6Z/Wu4eqX6P5gyAkqdSYTdH9Hkv5T444lboaaAJXCo3EfsiC4oeVVIT8GUp+mpCxWjwla3BdH7qm46AtweteJ4e87DGEULDxeY=
1099tax.doctor.	3600	in	ns	ns67.domaincontrol.com.
1099tax.doctor.	3600	in	ns	ns68.domaincontrol.com.
10minute.doctor.	3600	in	ns	ns1.nameserver.net.au.
10minute.doctor.	3600	in	ns	ns2.nameserver.net.au.
10minute.doctor.	3600	in	ns	ns3.nameserver.net.au.
10x.doctor.	3600	in	ns	ns47.domaincontrol.com.
10x.doctor.	3600	in	ns	ns48.domaincontrol.com.
1118o9x-ske-8.doctor.	3600	in	ns	ns1.dyna-ns.net.
1118o9x-ske-8.doctor.	3600	in	ns	ns2.dyna-ns.net.
112.doctor.	3600	in	ns	statuspage1.nic.ru.
112.doctor.	3600	in	ns	statuspage2.nic.ru.
123b.doctor.	3600	in	ns	dns1.registrar-servers.com.
123b.doctor.	3600	in	ns	dns2.registrar-servers.com.
1337.doctor.	3600	in	ns	ns05.domaincontrol.com.
