salon.	3600	in	soa	v0n0.nic.salon. hostmaster.donuts.email. 1769303613 7200 900 1209600 3600
03vcedum19uhs4fje73tk8hqeaae1qod.salon.	3600	in	nsec3	1 1 0 73 07A8ELV491CO1UIJ28I1K8N33C05LOHV NS DS RRSIG
03vcedum19uhs4fje73tk8hqeaae1qod.salon.	3600	in	rrsig	NSEC3 8 2 3600 20260207155639 20260117145639 5343 salon. TDSNql0X2Zof9gJu4wiG32a4cP7rJ+qXIpCTBr9xEGpa/yd4PcAFJTX3d91ChWISs6OzwrvhI/H2Vp22CGhhdt+vQsPKAiCfJ4f91UpHus2zIRqcYW4hohOiBD9jag+Z/8DVPdwBmZVXZht2Z2IN4MdtKlELyxuUGj8S2pA2gSc=
07a8elv491co1uij28i1k8n33c05lohv.salon.	3600	in	nsec3	1 1 0 73 082GQ0RIR8HNEMFACFR616TPC9DOQOCT NS DS RRSIG
07a8elv491co1uij28i1k8n33c05lohv.salon.	3600	in	rrsig	NSEC3 8 2 3600 20260207155639 20260117145639 5343 salon. ogDOylx85LBvbT3cnz3WulR3tVI0cFsI2+yhZiBfMz/nKPBRyVdCPGF3cmCJb+DvT8zOW4Buxjq+kZgoun1a46bQN/2O3sm0KjyH3kg6NlHf7kDRkg9QD+aSwtg8nWswF+TYHOjioGcCpARlfMY7YtyaqbNHL73AdGky+CrHD14=
082gq0rir8hnemfacfr616tpc9doqoct.salon.	3600	in	nsec3	1 1 0 73 09PBCBBDUP2OJOGGENPH3CU2G2RIDHPB NS DS RRSIG
082gq0rir8hnemfacfr616tpc9doqoct.salon.	3600	in	rrsig	NSEC3 8 2 3600 20260207155639 20260117145639 5343 salon. WVcAx+C0Q/+ebhCHVfFTTMPleTarhu1nabiyEDFGLlNQOvTQB5E7ko8yJr7eBZAHIP+JdFhhvDVGKYRbTiambd1ksNBB55/Rc9U/TOqN+DRgMT2aAfY/D3ZqyhP2ElHP+X9U1YcGLKxQevpD3P1rV+1ql4hHW/aAIVxNCLDaWrc=
09pbcbbdup2ojoggenph3cu2g2ridhpb.salon.	3600	in	nsec3	1 1 0 73 0BF2O0T22KTUSTMNV4RHL752DARLCT5G NS DS RRSIG
09pbcbbdup2ojoggenph3cu2g2ridhpb.salon.	3600	in	rrsig	NSEC3 8 2 3600 20260207155639 20260117145639 5343 salon. dK3GQOlOL+SpSkP4VTy2RjfvUHlAT1+BPsbYP8PrlCieX+heR1M3u9DUrOzjR+ZV0TEyP7B+5fg4K6FN+BRi+Aj9yUYpKzB8v1+yrii832rYD0yGopEopN9N0VvJZoB3g53Cfm0RsjoRCd10LBkuVbfHvahcIpeSpIu5sR6jyYs=
0bf2o0t22ktustmnv4rhl752darlct5g.salon.	3600	in	nsec3	1 1 0 73 0GCDQO1GRJSAQHRQVP7IG29L0E9OV82U NS DS RRSIG
0bf2o0t22ktustmnv4rhl752darlct5g.salon.	3600	in	rrsig	NSEC3 8 2 3600 20260207155639 20260117145639 5343 salon. NIi4qU1r/yz5E+Eb3k6fIHzQkTN7JTvu9Bx2qjRedljxKl0TE169qa1tzbSRE7dpL4UXk7peTi+SsbeDSRQx4aZwXlLNjPlSprcJSlWymimzFUC9l3y9jg9RcGnoAgE5O02m1ZwKcV+fTYZ0JIEBcLCexiV0qYO0hDf80fxBGsU=
0gcdqo1grjsaqhrqvp7ig29l0e9ov82u.salon.	3600	in	nsec3	1 1 0 73 0K62406JJ9JENB1CH9VCCKSHRAKUOAH3 NS DS RRSIG
0gcdqo1grjsaqhrqvp7ig29l0e9ov82u.salon.	3600	in	rrsig	NSEC3 8 2 3600 20260207155639 20260117145639 5343 salon. Af6eLOGQGiPrhjvi2RUQpWgogSL3e88fj1x7NRP2iMkXbRFvTXAGAkMCmuz6VeEMB3wcYZIzuHxDoyiRI3eJkAheA4HPnXBbMjya3vJ2HGO9KXdHSm3EJPoEUqbY2BCfBxHQnOkuMGFIojScq5W4jbQq+udKtw/N0SXww3pcSnY=
0k62406jj9jenb1ch9vcckshrakuoah3.salon.	3600	in	nsec3	1 1 0 73 0SRJI0FNDM0A7FNQ93C550IECUHIQVS6 NS DS RRSIG
0k62406jj9jenb1ch9vcckshrakuoah3.salon.	3600	in	rrsig	NSEC3 8 2 3600 20260207155639 20260117145639 5343 salon. hdZPVHlusOfIhk5yrSNHlK9hMza0ct5UZGlddsIHs3u0pwAdcpU8LpsxQ6QepL8GIIjGVHKwJgXsuW5w5iUJODJHYu7DNjh2MsTmm1hjHd5N7NfUxwnVxl4GIQyqr3OGhK2efLJM31gB+UF/aksvxgcYHH6bASPcq4cpNAq4S6U=
0srji0fndm0a7fnq93c550iecuhiqvs6.salon.	3600	in	nsec3	1 1 0 73 0TP7OH6GG4DSSPS6L26AD13JUG14BJC8 NS DS RRSIG
0srji0fndm0a7fnq93c550iecuhiqvs6.salon.	3600	in	rrsig	NSEC3 8 2 3600 20260207155639 20260117145639 5343 salon. DqTWNX4RCsaOrlfsdgJw5Po8Ch5X6TfE8OJ42y00lBL51l9+9rmLT2v6rgvgrst+b3ekWADMld6ft/jw50QH/WPU8TJYzBtvEMq57KHDKESQsPf39u0KMSPnhzaM36pK4OLbCGPAkKYI0OqSS1a3+Zs+tTmq1pjEy+atM0ZWZC8=
0tp7oh6gg4dssps6l26ad13jug14bjc8.salon.	3600	in	nsec3	1 1 0 73 163GILE6FDTLER4O3HB8R5E1M5U46QJQ NS DS RRSIG
0tp7oh6gg4dssps6l26ad13jug14bjc8.salon.	3600	in	rrsig	NSEC3 8 2 3600 20260207155639 20260117145639 5343 salon. bcugdg0DPk/fmgI9sbKm22gczR8H415JQdXY6DqfK1avIxaE73Q5HK3SThw1m8Fw+Q9MbusED/2jFOW2HVKfG2Ol5Tl3WUo5IBrCPCVHPf63xI04lA1K79p/ogFPTpk9Oos6MVwDjD0EpE9qqHHAXI3kRdQFK0ZJaWmq8zJez48=
1001.salon.	3600	in	ns	ns10.wixdns.net.
1001.salon.	3600	in	ns	ns11.wixdns.net.
101.salon.	3600	in	ns	ns1.sedoparking.com.
101.salon.	3600	in	ns	ns2.sedoparking.com.
1024.salon.	3600	in	ds	41950 8 2 1F5D108A0976801DF963A9815924F4F4A5A535E8DA23471AA66A7245BB2601F6
1024.salon.	3600	in	ns	ns-cloud-e1.googledomains.com.
1024.salon.	3600	in	ns	ns-cloud-e2.googledomains.com.
1024.salon.	3600	in	ns	ns-cloud-e3.googledomains.com.
1024.salon.	3600	in	ns	ns-cloud-e4.googledomains.com.
1024.salon.	3600	in	rrsig	DS 8 2 3600 20260207155639 20260117145639 5343 salon. HSh7Lo/YTZD00FpJLb86pzXyB0BlSNYMHeVDDH45PpbhHG48rqqaw4weCxGVQsahI2w8Nvgi5/j014fYXFycQOm4/4riIQzDGXehizEklMOnhEpUkm8HGGW6jwpUFdjcWhKg46i/fksK4cy/uewLW4uMNluo88E6O3zXENmwbVs=
104.salon.	3600	in	ns	gerald.ns.cloudflare.com.
104.salon.	3600	in	ns	michelle.ns.cloudflare.com.
10west.salon.	3600	in	ns	ns37.domaincontrol.com.
10west.salon.	3600	in	ns	ns38.domaincontrol.com.
123.salon.	3600	in	ns	curitiba.ns.porkbun.com.
123.salon.	3600	in	ns	fortaleza.ns.porkbun.com.
123.salon.	3600	in	ns	maceio.ns.porkbun.com.
123.salon.	3600	in	ns	salvador.ns.porkbun.com.
123movies.salon.	3600	in	ns	5579.ns1.abovedomains.com.
123movies.salon.	3600	in	ns	5579.ns2.abovedomains.com.
151.salon.	3600	in	ns	ns13.domaincontrol.com.
151.salon.	3600	in	ns	ns14.domaincontrol.com.
154.salon.	3600	in	ns	ns11.domaincontrol.com.
154.salon.	3600	in	ns	ns12.domaincontrol.com.
163gile6fdtler4o3hb8r5e1m5u46qjq.salon.	3600	in	nsec3	1 1 0 73 17FDEUM6GKSHVFTHD3373JRONIOEIFQG NS DS RRSIG
163gile6fdtler4o3hb8r5e1m5u46qjq.salon.	3600	in	rrsig	NSEC3 8 2 3600 20260207155639 20260117145639 5343 salon. TDTVBB0jjXPVw3sbOk1OiZtGCed8JNuFh1InNAez5pfDHpWAER4Ete1EmX4vzN6ENidhIuX+RobMeeGItrUqaCUwYnyEmCCRmp3CjmOB1G4ZdD5miGRg/DysH5Kof3eqJBSwuvRBMm7Ow8d1J41GlaitkdJOQ0zSImVgsiL64/U=
17fdeum6gkshvfthd3373jronioeifqg.salon.	3600	in	nsec3	1 1 0 73 18IJPVNUQBE3PO918T1EP1DSPNLOKEJF NS DS RRSIG
17fdeum6gkshvfthd3373jronioeifqg.salon.	3600	in	rrsig	NSEC3 8 2 3600 20260207155639 20260117145639 5343 salon. LEw2Q2sqQvrzgFtapCUrxShh48Xq/d8jjS7eaKeRzqtvFbhWuBORohlZ2cFD48H7hbKbt9tU4jvWkvCxxUQfhPDD7Ha27cAxUROhUjvW+1Ulz04Kqq3/XXePh8iX8xufcYn6idtcJs/LJsR9lOH4+HFtB8PJWy4RA/aFVzBJvq4=
188bet.salon.	3600	in	ns	irma.ns.cloudflare.com.
188bet.salon.	3600	in	ns	venkat.ns.cloudflare.com.
18ijpvnuqbe3po918t1ep1dspnlokejf.salon.	3600	in	nsec3	1 1 0 73 19H34RVTJT0JQKPRL97L3MV67LCKSEBP NS DS RRSIG
18ijpvnuqbe3po918t1ep1dspnlokejf.salon.	3600	in	rrsig	NSEC3 8 2 3600 20260207155639 20260117145639 5343 salon. dIbGvdK4bWlMOWoNvfgFJU87Avz/NBi8nWq485fFnFFyxFXDDXWsbKryMO12361hNrzaqZyqCIFabkbxwY4HpNAXnEKXS0wzCnUV01nqBlZAzVM5RWv1uFNIGpax2C1NYOoGfEt0u/AEbIwnmwm9UhRU00ruVQR1lGPArvIyjQo=
1961.salon.	3600	in	ns	ns-cloud-b1.googledomains.com.
1961.salon.	3600	in	ns	ns-cloud-b2.googledomains.com.
1961.salon.	3600	in	ns	ns-cloud-b3.googledomains.com.
1961.salon.	3600	in	ns	ns-cloud-b4.googledomains.com.
1977.salon.	3600	in	ns	ns-cloud-c1.googledomains.com.
1977.salon.	3600	in	ns	ns-cloud-c2.googledomains.com.
1977.salon.	3600	in	ns	ns-cloud-c3.googledomains.com.
1977.salon.	3600	in	ns	ns-cloud-c4.googledomains.com.
1989.salon.	3600	in	ns	dns1.p06.nsone.net.
1989.salon.	3600	in	ns	dns2.p06.nsone.net.
1989.salon.	3600	in	ns	dns3.p06.nsone.net.
1989.salon.	3600	in	ns	dns4.p06.nsone.net.
19h34rvtjt0jqkprl97l3mv67lcksebp.salon.	3600	in	nsec3	1 1 0 73 1E5P12CB1DOT8960UNA1OTM5GRUBUET0 NS DS RRSIG
19h34rvtjt0jqkprl97l3mv67lcksebp.salon.	3600	in	rrsig	NSEC3 8 2 3600 20260207155639 20260117145639 5343 salon. SbQ0a5V3f3zL25MN9c4BOF9ZIcfbdOlyiuOCk95MA9Op2o3wrz/IM9K4kCfZg+QXPIjjk8Jnxf4cIcaoCbB0j9sbqHLzj4lIa1tx6vsZquL1ndf3wmmighEcivZ33RaC12FZOkaKGkNC6IrFmznytf8tx7SBd+w3KlhNffc0xxg=
1cabura.salon.	3600	in	ns	dns1.registrar-servers.com.
1cabura.salon.	3600	in	ns	dns2.registrar-servers.com.
1e5p12cb1dot8960una1otm5grubuet0.salon.	3600	in	nsec3	1 1 0 73 1GDVG6Q9J6H2KJVQ8T7PALFDF455JM9G NS DS RRSIG
1e5p12cb1dot8960una1otm5grubuet0.salon.	3600	in	rrsig	NSEC3 8 2 3600 20260207155639 20260117145639 5343 salon. Ay33ixij0Iu1fUobwnQLTZxGBj6sle6VYavQNRCWhE63zRW1Y6M9JG/23XJwvYjl90zeIPsg+uFRjiyfo7lmjlnvzKn8HczH/Ui62Qkl0ixWKtfihR4wxTUpuHwi678ODC1voU0LjrOsqAAmB+gshcplNog5lVZhvd5zBIKMIR8=
1gdvg6q9j6h2kjvq8t7palfdf455jm9g.salon.	3600	in	nsec3	1 1 0 73 1HSTRLAFS4L04M16TM7OPS0RN1JV9CQT NS DS RRSIG
1gdvg6q9j6h2kjvq8t7palfdf455jm9g.salon.	3600	in	rrsig	NSEC3 8 2 3600 20260207155639 20260117145639 5343 salon. LCvnPtxYYncaZHbJElAkay0NKbFmRS1zkkM8CEGV0v9vgSZ+0NVI+kpzAqfghFdExNL6w8Xb88v0FAghUuwCsugvqV/WhzITy+R0gy/ln5JXgfnQAFa7YUSTWYF5+66KAAEVjO9ewGlmBHvmsF9HWl59mpEDN609QkEwISLdjzo=
1hstrlafs4l04m16tm7ops0rn1jv9cqt.salon.	3600	in	nsec3	1 1 0 73 1OE7R6QP53R3J2UR7CGTDJP0QV0P6JE1 NS DS RRSIG
1hstrlafs4l04m16tm7ops0rn1jv9cqt.salon.	3600	in	rrsig	NSEC3 8 2 3600 20260207155639 20260117145639 5343 salon. gjrlbHh3uqJM9CKc5YcNsmgDYWG8EoAoeM3iaM5RLvOKTt/RT9ilIjcdqsqUaCUN4oypb47FUrYRspWbuu/4ONuq+b//BQ3zc2+zYgts+4PXeL/is7fOkh+VVQgkHIMU/jsLhywzu8bdbqXOSDytoHhHybJ4nEQK6P2fGk6O0/o=
1oe7r6qp53r3j2ur7cgtdjp0qv0p6je1.salon.	3600	in	nsec3	1 1 0 73 1PDE6L1B8355ETE81KHKJSKENUTB2ADF NS DS RRSIG
1oe7r6qp53r3j2ur7cgtdjp0qv0p6je1.salon.	3600	in	rrsig	NSEC3 8 2 3600 20260207155639 20260117145639 5343 salon. PvrMsdVOlpHE1qYznV5ID642Li6lFC2jhhn8NbIwL4eKzIX37gWCB/pv96YJYoGKUflciY07+N0D9eJ0CRNY0Qd1FQgb4+C5WMsydTJj7jt1YMGGov/wNBm9lNdanBvnwkNClN8PySoDersJ4FSgknjiiP97FnOBbv9yA4+RrmQ=
1pde6l1b8355ete81khkjskenutb2adf.salon.	3600	in	nsec3	1 1 0 73 1QS2K6LMRN2NI4CCCTJB2JGOSALLUA5I NS DS RRSIG
1pde6l1b8355ete81khkjskenutb2adf.salon.	3600	in	rrsig	NSEC3 8 2 3600 20260207155639 20260117145639 5343 salon. kJfuV+aGvaoC4OhVyiWWeOuZtnt7BDaWDjxCyb1J23/bVHct2ug+P2+Zib/KBWaHdjecpNDxFdx307ZS7hkAg4xja+8EzM9PGEFL6XBZJAz18auIqQzm/fWiKL0d96io2unhWG8zclkQAi+9OB5+bLxragkVa67L82jk2ZFahxo=
1qs2k6lmrn2ni4ccctjb2jgosallua5i.salon.	3600	in	nsec3	1 1 0 73 24R8DP4QH3DBICA9SMULJOD01623RBA0 NS DS RRSIG
1qs2k6lmrn2ni4ccctjb2jgosallua5i.salon.	3600	in	rrsig	NSEC3 8 2 3600 20260207155639 20260117145639 5343 salon. mmZo52CMQS9L9Pdn0SNQmheRplpkF4zP8Ec8WY3x7AOe3kGhYQHpIVg/Z3Z2CF7KxHdyRqkobiQiehyfUeU1hGUkHCARTfMQSysHtcxJ+MIocJnjze7YrcZMz+f4B1KylebfT+CyMRIPtLjWRPHu66IJi7C7+fFH3vzsJ0N0bbo=
1st.salon.	3600	in	ns	ns1.atom.com.
1st.salon.	3600	in	ns	ns2.atom.com.
20190401.salon.	3600	in	ns	dns01.muumuu-domain.com.
20190401.salon.	3600	in	ns	dns02.muumuu-domain.com.
2020.salon.	3600	in	ds	54896 8 2 29C418E361DAB1917A353B2EE3599B9E24E2D34CD18D5CB6A25AC34418A9099F
2020.salon.	3600	in	ns	ns-cloud-e1.googledomains.com.
2020.salon.	3600	in	ns	ns-cloud-e2.googledomains.com.
2020.salon.	3600	in	ns	ns-cloud-e3.googledomains.com.
2020.salon.	3600	in	ns	ns-cloud-e4.googledomains.com.
2020.salon.	3600	in	rrsig	DS 8 2 3600 20260207155639 20260117145639 5343 salon. fC6/gs21Kp7bE1l+H5w/4LxB2NLUFtNJ/oeWzrNDKycOhryqcyrt0EM24FbLZHKwerCxt00zJmBkcxFLcuKAQ7EaAv5NJ2Un936d1282R1F8nztqmUswJB1Q28kXTcE6RE6uP43arVv5AgBZvY+hzncgeNcA+fi8I1m0Fk8523o=
247.salon.	3600	in	ns	ns65.domaincontrol.com.
247.salon.	3600	in	ns	ns66.domaincontrol.com.
24r8dp4qh3dbica9smuljod01623rba0.salon.	3600	in	nsec3	1 1 0 73 268GRUK9P7SM3G6IB8DPCGAJE7GOQIO6 NS DS RRSIG
