gmx.	86400	in	soa	anycast9.irondns.net. dnsmaster.irondns.net. 2509272208 7200 7200 604800 7200
0q773ln7irsjp8k4fo7vcbb9herlcn9m.gmx.	43200	in	rrsig	NSEC3 10 2 43200 20251010200714 20250926200714 4578 gmx. Q/vsTH9+LOhKHfigOmND73aS/s70r0CwGTsd1+psxXk6thPoU9WcoimM17Uysj4EN7fjiVbOQX4oSq/cCGl4msYYgWsVrfJ0nFCx/YJ0KGQiuJL0holsGbflMPCQNkmwVlA10BHrfJ1NngK9+3F1R3aVH62qS8kcbPXdLaEKBmnCO3fgtxRl/t0Hacq056P3dlV2J4ERRZykuDEmCpvuLA==
0qj0calfr559nnbaornj05pn7ubl49b2.gmx.	43200	in	nsec3	1 0 0 - 0UCTEUPP3DJQARL4LNBJL0LUARB5VLO1 NS
0qj0calfr559nnbaornj05pn7ubl49b2.gmx.	43200	in	rrsig	NSEC3 10 2 43200 20251010200714 20250926200714 4578 gmx. cuDxkMP1IsJUZRSqsKk7eAC7HYqaeelYkTQdzDOPq5TMxVVAqAn616lok/8KvR/ihTwtKPkXEnpGFtlcsqodxb1AmZj4SMvKz246I1z3fbMH/gygMHlfvlIOz0x+NOYA0N+14/T1RfRLUjS38ThGOe0T1lIpOPYcBC3PldEHVUF2ArxpA9XhPT++BqvaoO2bWcnByjYlSJz+7/GOcKNvCQ==
0ucteupp3djqarl4lnbjl0luarb5vlo1.gmx.	43200	in	nsec3	1 0 0 - 0UTQAOFSELB9CE83BCIVVPE7TPUL8DF7 NS
0ucteupp3djqarl4lnbjl0luarb5vlo1.gmx.	43200	in	rrsig	NSEC3 10 2 43200 20251010200714 20250926200714 4578 gmx. M2mS6LGPjp2uRJp7MndzUd2HEowjUk8UsJyfzOGkGx1FhJBLWoKMmtCKlMfeibwJglfKkbCKFMsRAYXB6TDiElGpF9vTyv13/KBw2ti5aaSCz9PvQ7pjeQTKwz+jCxDA96vvlV1D7dj7gi5rFduMkatd1qyChr/dW6CUNH8SQfNT/2Cfu8c8SUH8XjWCTVgjdNh8x02XfgZ21XjWTaR5kg==
0utqaofselb9ce83bcivvpe7tpul8df7.gmx.	43200	in	nsec3	1 0 0 - 0V214DVSUCNAGF7GGAPDOITAG0VL5PH8 NS
0utqaofselb9ce83bcivvpe7tpul8df7.gmx.	43200	in	rrsig	NSEC3 10 2 43200 20251010200714 20250926200714 4578 gmx. ge3Byx2aPiVaimqVMCXMX4ovq8koX10SdhLxyHT8qFRn0LVpd/tAbewxUF9TL90ZM25J2tOgBm7bcdfdn7EYHS3M7im8O9ooHAVhIJsk3ZxXSVoY/7ZrV4sLv8G4YbT+WkOZ0z8A6FuynGrC9vuvauSLJ5//F567NmYem83XOd9mnLrt6AvNyQavrosM+2BUFxhMx9tNtsEro6DUm90kAw==
0v214dvsucnagf7ggapdoitag0vl5ph8.gmx.	43200	in	nsec3	1 0 0 - 14C14JE1KCU6EO9ELOB7O4R5AIG9EKHD NS
0v214dvsucnagf7ggapdoitag0vl5ph8.gmx.	43200	in	rrsig	NSEC3 10 2 43200 20251010200714 20250926200714 4578 gmx. Rx+sTyDRZ256QOguBRtRFUtZ1xWckhBC68izDR3sNuh92cP2yuKpjFdv45Xv3X8rh3RKa4go/6VE8eRFBijWcfI9fLdXMn9aR4uhic7/XjJfvSxhH5qdjUEMcGY9owQ5LC5cuSISQPo/vEr1MOluztGkUDeipsQwkwnub4JgDockcxdSY/MIpwLWxAE0tsW4TIQp7kypj14VkO8W4lYfOw==
14c14je1kcu6eo9elob7o4r5aig9ekhd.gmx.	43200	in	nsec3	1 0 0 - 1582UHO8AAO56C2ARPVNEGIRAL3IAAVN NS
14c14je1kcu6eo9elob7o4r5aig9ekhd.gmx.	43200	in	rrsig	NSEC3 10 2 43200 20251010200714 20250926200714 4578 gmx. mIPhiqsdcbo+Tu3Y1RPAW82rUtx7e20uX0uSmkjoni8KgE6pOpl5CFVQiJ/UxH04O6U/WJHfQVtzkEjpvS7epN88kU+cV9v5yFhJ+4vGy1atzpEzqDORP/anDaB0bdb11ica4LEsIoBJlGo2UxGc23RT3BchP00psyvbwI969SDpkIzV9IG0IlMv/Ugesz0Z/W+FLVBjK3nSn2uPzuSd8g==
1582uho8aao56c2arpvnegiral3iaavn.gmx.	43200	in	nsec3	1 0 0 - 18I1AFT04N42VLJ9JT2MKI2E33SQET3Q NS
1582uho8aao56c2arpvnegiral3iaavn.gmx.	43200	in	rrsig	NSEC3 10 2 43200 20251010200714 20250926200714 4578 gmx. S05vD8z5hwLMxHLRvf94Rz5VVt1bQDjztfKCmg9iLQJ4YHWId1KDoiIc2P4eP4MnoByKVet+Q4aPj+RoAbyKs8QL5oRhyW/efWZpc8ykb4dzo6vFnjk3DbWBbNzLgOKmXgdtypMR0IgeG5fvCySeczkBBPDdDwTIB2YnQUGJVa9kkOOZnzjDoapWq2zhOjZ0fC/NvHB0yRSNXI/qJVDM1A==
18i1aft04n42vlj9jt2mki2e33sqet3q.gmx.	43200	in	nsec3	1 0 0 - 1COTSQH02J1GLQ0C2NVL2OUFH67JKVCH NS
18i1aft04n42vlj9jt2mki2e33sqet3q.gmx.	43200	in	rrsig	NSEC3 10 2 43200 20251010200714 20250926200714 4578 gmx. cSPZeSgBoZDyp2SP+Jzdbia51WEBarRjZVNi2sCTdt2ydiEIMoF/uaD0vDGH08oj+usMPXx05+9w1qO71EQ9X7ycD/1Y2yJ/pAdgjMTNEjGWU+8bzo8YMwHbMU4sTvOzzYkpvStIDfigzApOH8tuE/Hf/UbgAQfjIpIuAUZZhRuSMhPe7G9XgVp37LOe3il/K5sMELSNwGxOMnRnNwLTWw==
1cotsqh02j1glq0c2nvl2oufh67jkvch.gmx.	43200	in	nsec3	1 0 0 - 1D0Q74F3JVI3MICCSK5AB985HUHJMCBJ NS
1cotsqh02j1glq0c2nvl2oufh67jkvch.gmx.	43200	in	rrsig	NSEC3 10 2 43200 20251010200714 20250926200714 4578 gmx. HZ0KIec2jmHpn5Q0OmqzXbjB1FQWr4275VMwEDDQPO/+Q8TiOQU6Dd3suXys2/SV4HwZd0X78QiyYziBfyF41VU9B85CCb4MBXx8qES9lucLvCo2TKSxPV1MrCYV1jZIxC9jcgU2PpUUE7sYjhZXj+GSUyn659PwKnTnHgGougQwuAuszWX6GsAo6z5tJPQ1/3srEjCpC81cIr868Xf/6w==
1d0q74f3jvi3miccsk5ab985huhjmcbj.gmx.	43200	in	nsec3	1 0 0 - 1DBD4S0B3P1PRN932V08DT649PU1SKVM NS
1d0q74f3jvi3miccsk5ab985huhjmcbj.gmx.	43200	in	rrsig	NSEC3 10 2 43200 20251010200714 20250926200714 4578 gmx. nHWlMjDYZ7PqpDY48Z7jW4/2gj3L/OZz+lCyOS6aPMAUmYMxleGo9NnRH/ujXTRShF1sJDD+25hFFI9hyfcq00FMp6zoOKx7LEh3h5iV4EBDr9+Po8ko6CydnF3j3NCu53Dxrt5gwDUkpQTe0x3JpIySbxsTIjxcf6unEoSfh+Mu9mtyLJcEWE8iZbBHwxV2R6ZxIKyZchzZYR52elxQ/Q==
1dbd4s0b3p1prn932v08dt649pu1skvm.gmx.	43200	in	nsec3	1 0 0 - 1LNJFCC5SDG7BAVDD97RV9Q2E9V1SHIK NS DS RRSIG
1dbd4s0b3p1prn932v08dt649pu1skvm.gmx.	43200	in	rrsig	NSEC3 10 2 43200 20251010200714 20250926200714 4578 gmx. ccD1i7AIi/B7Rz+85sWSKyxQxr3BogfMlXqJP2hzqkUOelZ32/DQKNHN9aSBuM0E1TgJRThaNmLvrhCqVvKRQemNU/usEUGgQVg6337dSmPZvVXlBEU6DxXYVMF+hzBHRKefh68cHUgwNhqy5tece//+G990shH3wHbGkxZTYZc4UhEkJjgBg3jNAbvpsDFtA3Sw3IinqxXK9VvBtNRyJQ==
1lnjfcc5sdg7bavdd97rv9q2e9v1shik.gmx.	43200	in	nsec3	1 0 0 - 1MEGUFR6OE3U4LVO2T0VK4MO62INKRD6 NS
1lnjfcc5sdg7bavdd97rv9q2e9v1shik.gmx.	43200	in	rrsig	NSEC3 10 2 43200 20251010200714 20250926200714 4578 gmx. cMOP7INNLkGUi8Cv74W4y7ZfLtAG2S5sdF+OhwsA48fTJLFdmQZfcHZVh4G6IeEqQJpikF4mYu8iUI7qTT2dSCnBJh1QVIKvjSU90QDfeqhiHme0s65yXKIuaifqVlyNkph6hb1gA3ipWu3Rz2Wa96uimvZxwe4diELKjVuHpIm6EeC73IY8s5S40zZQNDgCiVKzStXkYYQ/fZf1WsDi0w==
1megufr6oe3u4lvo2t0vk4mo62inkrd6.gmx.	43200	in	nsec3	1 0 0 - 1MNV9Q30EDC5067QTDMOVGCFL603S19V NS
1megufr6oe3u4lvo2t0vk4mo62inkrd6.gmx.	43200	in	rrsig	NSEC3 10 2 43200 20251010200714 20250926200714 4578 gmx. V/JPp6aSlYdaGvFxXdqdD/Wz5eoXz2tdzId4U8nHS5wNrLXxDIe2TkqitWrczX2r8joev5iF4zxLhdDQXU7kkLwG/+FJSLVeO6bSKecFr+iL2fqK2G0y9VtAQJSvO8hac9QxzIA2abZIH2cTlpEk83ZWpmSs7GRRBnXxtGANHEFzWWFRbh7ensWA8qHHrq8ImLMMsQWEemkAIvsa7OVeHA==
1mnv9q30edc5067qtdmovgcfl603s19v.gmx.	43200	in	nsec3	1 0 0 - 1OFRKP78RG4TUC28H0F0SL054KT3EDQH NS
1mnv9q30edc5067qtdmovgcfl603s19v.gmx.	43200	in	rrsig	NSEC3 10 2 43200 20251010200714 20250926200714 4578 gmx. feiI01XK364/kbG+oKaCrsdh9KByN8ybyy9fye9huOc0rak6TPjnvMUyX3F6QJea6N9h19QwGtXsZIrYQxRj3eJYb4suHih0iws/QT3pOQzl8OeoGb7PBWbgQn2q6UMWdzgJdM5rtgLXxVLmgy7A0X+6BbbQ7C/Dux8BALcP76+O2eC9hCev9aNV/puYxrshuVprWLh0SqDBRnCge1nNWg==
1ofrkp78rg4tuc28h0f0sl054kt3edqh.gmx.	43200	in	nsec3	1 0 0 - 1P7ALARDBCI1KCP84PLJBGBU21QG0UP6 NS
1ofrkp78rg4tuc28h0f0sl054kt3edqh.gmx.	43200	in	rrsig	NSEC3 10 2 43200 20251010200714 20250926200714 4578 gmx. GvSNtg9p8mz/xDbWn13KLdmfXQaY5l3JCrwC7h3h3mn9goQ5QltKy+p+TCPCQzh/FU2/lz/L5F4lZNQgy+q3VH+i4TL8vyFHaMlkCKCOclw0OJVQ0Kkmoe0QPbJ4DakXCyjGRZOpstWR+tJ/NYrK2twKWmRNETExfznWYoC5J6T/52GfDoWSa5jLthKGYQX9N3AjdNXYcXf67GLoEJGLKQ==
1p7alardbci1kcp84pljbgbu21qg0up6.gmx.	43200	in	nsec3	1 0 0 - 1PLNDQSUSF2LAN96JK1DVRUT8QQQKABH NS
1p7alardbci1kcp84pljbgbu21qg0up6.gmx.	43200	in	rrsig	NSEC3 10 2 43200 20251010200714 20250926200714 4578 gmx. YQ+qk9j/7ktrwikkJ2EwalKJwJudvkj3rI2d2VaZK2YD79ev4gXfFCEn0d+bYUkHvdi8r/iUVE4juFTYl9Gvmk9k5ZZqrV4rbf88hwX6DD281R7tQWbotkKhrezyZgbLroT7Tr/erBfvxdPSxoKrLLvrjetR4jcw44QHJ/Ac6shpNutfA6kuVsDAYC6ck212hB2Gh7UvTHurUsWRnaJihw==
1plndqsusf2lan96jk1dvrut8qqqkabh.gmx.	43200	in	nsec3	1 0 0 - 20QT5T6MU6LHS46BLNQVG0677HFOIAS3 NS
1plndqsusf2lan96jk1dvrut8qqqkabh.gmx.	43200	in	rrsig	NSEC3 10 2 43200 20251010200714 20250926200714 4578 gmx. PhZ3NujZxtLFW1kLVoHzIu2BhETFYTSPHGptfSArXhK6xvFPKfBk8E7dP1rg046dV3ui0rw0IwbvfXsnSasHCPBywHPi1p+Bf84fB7SBcKHK3A0+/u7Yfzl20Ff+KfLesrq/sBrKxADqkC7mqZ7zMijerh6Np1owd1g/lzdXgxAyPz8MOoJX2VNKa2mMYuSNb8nYZSFGBsthPjsXKQ1EeQ==
20qt5t6mu6lhs46blnqvg0677hfoias3.gmx.	43200	in	nsec3	1 0 0 - 26MAFHSPU779NOICHJ79OQFLC1OG5DOF NS
20qt5t6mu6lhs46blnqvg0677hfoias3.gmx.	43200	in	rrsig	NSEC3 10 2 43200 20251010200714 20250926200714 4578 gmx. gXqYwHvwV/Ft4pBjjy72mRXLq3Fha8++JxW7uv42NaVzlztg0E0D4Z3ERVHuN3zdE1UvY8F0u3mjIngMrQXBjZWH41hXh2r19qdIxvYEF+5u6kyI7PRbcmEs4QhbR867mnX9L5ABPCerH6qHkw8GNc0aKy/N1TuD6MO/qMS5G941H4nE2OeSYaHqMowzjVEoQHtFU64x9cgmJ8A4/z2jng==
26mafhspu779noichj79oqflc1og5dof.gmx.	43200	in	nsec3	1 0 0 - 274VUPI33VBU66A4RE5UOOPG8HL33G2L NS
26mafhspu779noichj79oqflc1og5dof.gmx.	43200	in	rrsig	NSEC3 10 2 43200 20251010200714 20250926200714 4578 gmx. Bl4EYRHuazuMwtKcBjgUBfR2WWiWHCX7s9DtNfKorh1XfXatvL8fBW56spia0gYucEZlnS24xyN31ck+e3hNUVFeBeFdWTCS7u+rHa5aqHJHHuqU4xqksxA77c9se7wCspiGd7g4uSUjfIcE9DZ/pGm6wYOpmA7O7vbR5Re2yWrmlyIAAkqAB7UpK2IoEd9ken3iv/rbPsxSzabkhdQXOQ==
274vupi33vbu66a4re5uoopg8hl33g2l.gmx.	43200	in	nsec3	1 0 0 - 2B1991SEMCIANV95PRBUPRT7J2SDAPGM NS
274vupi33vbu66a4re5uoopg8hl33g2l.gmx.	43200	in	rrsig	NSEC3 10 2 43200 20251010200714 20250926200714 4578 gmx. A4PhYVP/NtVKmNruJYywkRPwOaRJ0wVjcXFApNEHzP4vP4rn5ZWDpE4usU1bydBctqmPgNsTHRb0Sm1tx1fZP6S2dXqKFgqC2skJpa4JXBt31d1ZUeR0eaRYCJ5JHhIwzXq3qpzYOxscOGU+b9w0uQbUNpa6BuNzFLYS906Gm5/OHYQnFnINZpPa2D9xs+B6LayJ45ZfBjIXVuheS999MQ==
2b1991semcianv95prbuprt7j2sdapgm.gmx.	43200	in	nsec3	1 0 0 - 2BGNAJ7G3RDBUNNMBEJ7FJ9AFNN2UN1Q NS
2b1991semcianv95prbuprt7j2sdapgm.gmx.	43200	in	rrsig	NSEC3 10 2 43200 20251010200714 20250926200714 4578 gmx. edL9ECGfjpV3bWC2hdhoeItmr/9T4hA5ISLeFrucy+qZ9glpgiuvP3QQAnmBEsBoiPjjLFfa3ez6pnXaMM3arRef9VzJk9b8SiPCBeO44NgGpvLZnB3IaupmqBerVmgeKtGaxVllS5oAGxV/kxvkKCqwWny9AzLhwLZR9mDuJUA8Gwbn1FDRunOJguyBLk5417aQt/C4q+mNyHypCeUnUQ==
2bgnaj7g3rdbunnmbej7fj9afnn2un1q.gmx.	43200	in	nsec3	1 0 0 - 2DU3RUNCSC8UHO4FQ0UGKL1RGGIK7DHV NS
2bgnaj7g3rdbunnmbej7fj9afnn2un1q.gmx.	43200	in	rrsig	NSEC3 10 2 43200 20251010200714 20250926200714 4578 gmx. R5LqGWLsPhUKPwwz3khlX3udc3fz1zTGnKq2C28pH0vxImRjQFHpV87tnZQNYb6fHyfrixQH8BBwpxnyDsHcj8LkLo9Jt4Rf2hvMhN8UN6ikyvBJ8V17Myu2aGdS9+fqJ9l4o4AMKG5rpbF1cOm/opKtZrpxUsPHCkVnJhisErOZ2r7H3YUDfIIrhb8bGBzDHnKmmdna2svyboJOZI8qYQ==
2du3runcsc8uho4fq0ugkl1rggik7dhv.gmx.	43200	in	nsec3	1 0 0 - 2LHMVGK8E8ELVT87SHJ918QQKK26U6IU NS
2du3runcsc8uho4fq0ugkl1rggik7dhv.gmx.	43200	in	rrsig	NSEC3 10 2 43200 20251010200714 20250926200714 4578 gmx. RtIUswFst8xdmmEOWjlg2aPMwKIeu1BHcMfMScHEAqevg1+Z+Yq2NdJwkr4bG5i5KVGsXmxLUb2Mb9EmFfm5dGskUaZOeFy+fu1yPcZNCNkG+GIflyfvMDd/3LOoTZMq41WmQbHglvdqUMglJsi3FKtPVOhMxtS9UpxWShBoe7BQP8aRzrSpVM3n3tWDF3WskVXPGkbNl9kdDBEB6Hcr9Q==
2lhmvgk8e8elvt87shj918qqkk26u6iu.gmx.	43200	in	nsec3	1 0 0 - 2M5B4FNK4874TKUVGJEKJJTA7EEHC8H2 NS
2lhmvgk8e8elvt87shj918qqkk26u6iu.gmx.	43200	in	rrsig	NSEC3 10 2 43200 20251010200714 20250926200714 4578 gmx. kFjVn7pDQjeiZFPiH8kv+0usN7iBJcMM0FIcAFiofp6BDhRi3GWNQIZtm6KkfAzcWswGBkS5+2Oo9wHPJE0fHhHSSKqInlYqlTe7huytAgBz2XEChKCsmOEjjeMf+W9xgc2GUB5zmD8XTcqczVHzIZcvz/ZuY6NWPRzrad48azXma5J+00lXMpnDdvEYHijkSCxpyt85EQZHzGoVvkFqhA==
2m5b4fnk4874tkuvgjekjjta7eehc8h2.gmx.	43200	in	nsec3	1 0 0 - 2PG86P2HI2RUIPHNNDV7AOGGMJK3NV1L NS
2m5b4fnk4874tkuvgjekjjta7eehc8h2.gmx.	43200	in	rrsig	NSEC3 10 2 43200 20251010200714 20250926200714 4578 gmx. V5fJajw0oSO3xSKzOCd3cKntz0eL/F7S0mzT7IEjkvHTPd3HtnlrSHSzeC0aU28vCaoFp6pPXzPMFJz++w8GyYKQlSIH0/SP01eZH4z5sAdSfG4y9QaSZ1WfSNj/u5XtjSl49rrUDCMibskEaRFR+WeZHTrIWgYgdDFAhIVA6DjevX7fURw8AUtZvyWZuHvUfX0NoEcS5O+MhvzDckI/rg==
2pg86p2hi2ruiphnndv7aoggmjk3nv1l.gmx.	43200	in	nsec3	1 0 0 - 2TQ9Q5HAL6N89TCCHKFF0BNJL94CJQQA NS
2pg86p2hi2ruiphnndv7aoggmjk3nv1l.gmx.	43200	in	rrsig	NSEC3 10 2 43200 20251010200714 20250926200714 4578 gmx. QDI9PGrljse0KcQ3P2kuhqIkh+i5Q3hpgpU3/ugXpbw6HeaCUOyZuTslrA/KOvV7OtfzUgCIG3nVh2qt2k11U0+xxOw5hIMPBdJgWoHWI6CdJAjyGx4ScdOXGYRAFIt1tEPO9x9Ojrxq9ZiPxo7ZP/M6GPhZTvOGti6575Flpc+y1BT1pCYE/5W19pfxOvshT6mCi0vNoe6B53axbNc2Jw==
2tq9q5hal6n89tcchkff0bnjl94cjqqa.gmx.	43200	in	nsec3	1 0 0 - 32JFCHTS1J2T9BCOGCQ8LU9LCR36PMG2 NS
2tq9q5hal6n89tcchkff0bnjl94cjqqa.gmx.	43200	in	rrsig	NSEC3 10 2 43200 20251010200714 20250926200714 4578 gmx. apEKXpnLvSnr14j2aK8W/5d5U7tiSrZuwOZ8DL7l/y2aWXy5W74eAjZ6j+fprC9nZqdKE/mt6Z1Somj5oKg2fPBhSQjwd2fHSKPDqh0MSiGJTKo2JyXjSd06l73XBl2/Y17NMlWUcu4hqmqXnO8RxNv2bIFK9nYgoaNYrsCJcnHTs9JxsiOBqZBAHA051+0J/53doNBlF7uXmFXy8iPeRg==
32jfchts1j2t9bcogcq8lu9lcr36pmg2.gmx.	43200	in	nsec3	1 0 0 - 36G0ES2PMF1J1OKNVB47K3NOGTKB27KV NS
32jfchts1j2t9bcogcq8lu9lcr36pmg2.gmx.	43200	in	rrsig	NSEC3 10 2 43200 20251010200714 20250926200714 4578 gmx. GeJqzXpO/KjeaBWHOVgpuEJU46V1VpFulMkIKyrrQQVTo/UjiyBa35raGx77OZZPWblyA/TK7+GZUgYFmvGOriY6+UscSjp/Rm62Ag0CV2e8rYmeyl7gGxwNNXm6lgO0rXJn0nUd4y4JMp1U3LAsBlBllfpcRakxGt65THBSnE9FOApBZ4N0OlRj2HfWfk8KuWK35lukWYhcMakzfnVz8w==
36g0es2pmf1j1oknvb47k3nogtkb27kv.gmx.	43200	in	nsec3	1 0 0 - 3B5B29E1L9CHAT19KNEJHRBFLO8EASR3 NS
36g0es2pmf1j1oknvb47k3nogtkb27kv.gmx.	43200	in	rrsig	NSEC3 10 2 43200 20251010200714 20250926200714 4578 gmx. NzeDgMbioR5E+Ae+EtSEiZrqdDe8jyPqCEsGzekOM6CorEl/bD1LIa2MuILAEgS7rsV8nKmMeOGdbFsNSQpVGy1leUN2c2ONy6Ggt0x7Pnja2GlDAhOLlNWmZa+VxxhQnPBRs6HyEgLqaLZW3kWAiSQTzAcfyoSJaKFSKNyGUHUVCM44D8DA/DUiaYwDAIR6ye8Bo5S89i0Yr5QBKmmT5g==
3b5b29e1l9chat19knejhrbflo8easr3.gmx.	43200	in	nsec3	1 0 0 - 3B5T1PEKPCH043OF9GAFM7MDDIV4VLM9 NS
3b5b29e1l9chat19knejhrbflo8easr3.gmx.	43200	in	rrsig	NSEC3 10 2 43200 20251010200714 20250926200714 4578 gmx. IfJP5Vs4L7htTeoHx4Q3u2P+r1zJMd0jEfF3rjOPbSM6iC2LQ4hV7D2Vvu91dSO96DDPDKN/HrA3s0q5q3JHzjy+MCivoAgWjEXpMUigjal7xTv40VYxciIV/frrg8TJ8AOFkxU9w7j1SFwbdfLOR/rpRu0P8eFrQK5Dz3hIEePFZHo6eQOYCkHL8/bqxBRyn26stG9dlkYEuoS8D6Ac6A==
3b5t1pekpch043of9gafm7mddiv4vlm9.gmx.	43200	in	nsec3	1 0 0 - 3C2S36HN3GCVQU9GV0CS93O9TFNPPG8C NS
