xn--80asehdb.	900	in	soa	anycast9.irondns.net. dnsmaster.corenic.org. 2601250133 7200 7200 604800 900
00116.xn--80asehdb.	86400	in	ns	n1.xundns.com.
00116.xn--80asehdb.	86400	in	ns	n2.xundns.com.
00g62v83tu1ts1g8r3hg6jg0alrel079.xn--80asehdb.	43200	in	nsec3	1 0 0 - 00OLC3D52KJA432UOQ1PCUNCH049KAOM NS
00g62v83tu1ts1g8r3hg6jg0alrel079.xn--80asehdb.	43200	in	rrsig	NSEC3 10 2 43200 20260204155258 20260121155258 49830 xn--80asehdb. arqEqJN+uUyTxsBU0z/EYrXN6kMj6mIF9DXt/il+F0JAB3o92DTEaqyouGPTa/idSwmWq/dFbVNWnsqWBUNtI5FrjsJHSICKfEL9mPZmdEGi04/DPzWKQVYsINeYlvYLemWaQSGun+YLfFAUN2TOZzOdkK8xpwkpmnajUAn4D5I=
00olc3d52kja432uoq1pcunch049kaom.xn--80asehdb.	43200	in	nsec3	1 0 0 - 019TITPRM2EJE2I2OU0RHVE7EOSIE28E NS
00olc3d52kja432uoq1pcunch049kaom.xn--80asehdb.	43200	in	rrsig	NSEC3 10 2 43200 20260201172528 20260118172528 49830 xn--80asehdb. NDNcnS+Pi+1h+/2fRLmIxkxSAh8tWjKI2FoWvvCZT+hXLLEsac1HaLLZeGdpVlOkDr91WKfNZ+wUthSE6sMzldo8k90Skp9QS9t3VND1fFXKc+DLrqhD3McWS0tonQ0uws4geonFar0tdK9+DCPvyfxU2nS2AKv65j0M2aldops=
01401.xn--80asehdb.	86400	in	ns	ns1.netsto.net.
01401.xn--80asehdb.	86400	in	ns	ns2.netsto.net.
019titprm2eje2i2ou0rhve7eosie28e.xn--80asehdb.	43200	in	nsec3	1 0 0 - 0203881KN380OHTFP85IM7Q038ROG1J9 NS
019titprm2eje2i2ou0rhve7eosie28e.xn--80asehdb.	43200	in	rrsig	NSEC3 10 2 43200 20260203030810 20260120030810 49830 xn--80asehdb. ONOFBvAGoN8KOqcEJfHNzb2upq8bJSpDgrRsSTH2ReAWbO/WntkbsFPrRqf8Kxw35YAo6mdWKF1iCRKtSI1AJzVeb4CRMspQU7O5WKZ4J42egY9GNZgcs7lqEMSB6gEyg+ycpxZq3M9wXEw9Z3pKJbzfM2p5tJ00p4wjVxKbt6I=
0203881kn380ohtfp85im7q038rog1j9.xn--80asehdb.	43200	in	nsec3	1 0 0 - 024OV0NDC5BTUNDOT7UJTOA7FV4KUUCJ NS
0203881kn380ohtfp85im7q038rog1j9.xn--80asehdb.	43200	in	rrsig	NSEC3 10 2 43200 20260206213816 20260123213816 49830 xn--80asehdb. cDNdFh0e1gc5et/7eOxrRfMPaaLkTaCyBP9WR7cOc28p11Ehp4kpvwwJxcrpWUobw/E/y+SyLcoQfHox5djLt1IFPm5H72ACMtc0+PTXSgZ1AueRJihbNzbw+/alfUVrwA7od3mAltfHixOEVcbgRoW+Q3Dql4Enl/P+3L/2oBI=
024ov0ndc5btundot7ujtoa7fv4kuucj.xn--80asehdb.	43200	in	nsec3	1 0 0 - 02LPR134HBS4U1FPIPUBTUT9J0GN0AS9 NS
024ov0ndc5btundot7ujtoa7fv4kuucj.xn--80asehdb.	43200	in	rrsig	NSEC3 10 2 43200 20260204130800 20260121130800 49830 xn--80asehdb. MTOTJWw+YPw3aCy9b+yoA7pXayysAl/D3d99Df1ucCLycFegdojq0J+LOzViC+b6Bja0WaDYF3Ile1vi9+apiXuLjixF96X5LrGgnN5nR06HytXWynIWdb0qS/+UGh8NQSnWnsM5JX4iKb51ZivtbgRfdJOS5sCDZ5SkX183+YY=
02lpr134hbs4u1fpipubtut9j0gn0as9.xn--80asehdb.	43200	in	nsec3	1 0 0 - 02M3FOMH8OIF97E1P62L18RL9N5EIV86 NS
02lpr134hbs4u1fpipubtut9j0gn0as9.xn--80asehdb.	43200	in	rrsig	NSEC3 10 2 43200 20260205085956 20260122085956 49830 xn--80asehdb. BaLA4LsnBgDGATIogQp4aIMYpX1NDpzICIcv4cb3Jcxmn1wG1XPtC/4nPTSrpIcdCSNitqa8MDJ2M2Vb2UK8bBMvWHUi+W4F2wDLm8kVB9O9lD3muZttc0mniZ5GdCx6XYYeYqdJMrIPTHY8c3R/bbJUAo0zHuuS+s61fUgNjck=
02m3fomh8oif97e1p62l18rl9n5eiv86.xn--80asehdb.	43200	in	nsec3	1 0 0 - 03EUPA58C95923BK6OVF0A696A6KFKIC NS
02m3fomh8oif97e1p62l18rl9n5eiv86.xn--80asehdb.	43200	in	rrsig	NSEC3 10 2 43200 20260131210733 20260117210733 49830 xn--80asehdb. VhtSwG80lpljMhEEWboMF7KgA7lmo+NcpMIg3kF4iRzW0wQowg7n7U65DPPi52SxjIPgKgL+pxKoWC/fkAmmsT2nRDam1DN+ZyGa0Bb+ASmllM1Jwv/l2exocw4ycw/vWOYi85+1qR4JkDHe3k91NzEW4YFI3byqyokQS7fY194=
03eupa58c95923bk6ovf0a696a6kfkic.xn--80asehdb.	43200	in	nsec3	1 0 0 - 03QTNKKF6EFMHOF1IHJF18J6HTNK0IJH NS
03eupa58c95923bk6ovf0a696a6kfkic.xn--80asehdb.	43200	in	rrsig	NSEC3 10 2 43200 20260207012026 20260124012026 49830 xn--80asehdb. c558xZtGXuNPu2Cw6s4U61irz35OTEvrC5jJjFzsHc4wGnnCvneHc/DFPllalpIoTSYaMbNgdAeXp6wYTQ1TSASyRJ+ElZfNXZJY8nwKZe3ZfSowHBrrkBrorY9KtXtsav8QTredfaA1bK/zNVmG2ThnKGVdjYj3eQfVfK2Bfb4=
03qtnkkf6efmhof1ihjf18j6htnk0ijh.xn--80asehdb.	43200	in	nsec3	1 0 0 - 06K99K2U3FAP583GPA66JU74Q3LRDBC0 NS
03qtnkkf6efmhof1ihjf18j6htnk0ijh.xn--80asehdb.	43200	in	rrsig	NSEC3 10 2 43200 20260207173821 20260124173821 49830 xn--80asehdb. HqNgcd2DTZT5hUOqeUUshLv5VdvDbqkC/Cus+jv16TEdPmzkvXG7hQhe3e9XOm6OAAlBGwkNfyNiQPMOQp4MZ6VCj/30ofYaN0sJ3R/UIcnA1uqQR3mJ6FsfeaCgFsqUFXiE4zGEhigE8hSUejfkGRsfmSgHgpgLHRanWWlpgHU=
04421.xn--80asehdb.	86400	in	ns	ns1.netsto.net.
04421.xn--80asehdb.	86400	in	ns	ns2.netsto.net.
05460.xn--80asehdb.	86400	in	ns	n1.xundns.com.
05460.xn--80asehdb.	86400	in	ns	n2.xundns.com.
06k99k2u3fap583gpa66ju74q3lrdbc0.xn--80asehdb.	43200	in	nsec3	1 0 0 - 06LRBAC2RFEDDPRKTLEOKESLN3QQ22BO NS
06k99k2u3fap583gpa66ju74q3lrdbc0.xn--80asehdb.	43200	in	rrsig	NSEC3 10 2 43200 20260207024446 20260124024446 49830 xn--80asehdb. dZJHYsIHcxfbgFjK4vfhSnGU/+9wOcHGtYefrAVbAWGpZtJFCV157KmhJIffscR8oD1VYHgtm/ra+DdxmI+Oks5ZwzuFCWgDI5OhJDCWXVNbIEB6ihYJiKaZyjfq/z996ZJSmHdWighxY7m27nJRHHdEWyu/wqhJ658ntIq4GPw=
06lrbac2rfeddprktleokesln3qq22bo.xn--80asehdb.	43200	in	nsec3	1 0 0 - 0748U0SEVKFOV9JRT73TU5BK6EO0J7I9 NS
06lrbac2rfeddprktleokesln3qq22bo.xn--80asehdb.	43200	in	rrsig	NSEC3 10 2 43200 20260202001030 20260119001030 49830 xn--80asehdb. YSevMxAt4ZnOIAui9gwxD8VnneeimvmFLY6HOY0MNOcy0Z25z6GbmGZd7NN1E0Ew64iVpENZpSRBcjJoRMfkO7A2fYe/DGk0qQ0lOwvIc73aDizZrlNCxCv9IWzdBbs7KY/25pifsQstFXKlSAW2v/W0vDeMgO6essImPcRhT5g=
0748u0sevkfov9jrt73tu5bk6eo0j7i9.xn--80asehdb.	43200	in	nsec3	1 0 0 - 074PB9UD632SU67EO50297A30PBBB1IE NS
0748u0sevkfov9jrt73tu5bk6eo0j7i9.xn--80asehdb.	43200	in	rrsig	NSEC3 10 2 43200 20260206174658 20260123174658 49830 xn--80asehdb. S5n8V6XUqC216OuO7vnWY4/NPC8k6xrSxRiRh/3qBp+puLjZaBGaaSD3vuxV4PpTmWIy9J8NE2eAgpE/7VTHe6igU94CPFPkPac5kd8h9itCFX9wHjph9HOhTTuawEw1hWn43lIrYhbtACaz5mmRhCJdPr0k9Ku1zB5H27KCBv8=
074pb9ud632su67eo50297a30pbbb1ie.xn--80asehdb.	43200	in	nsec3	1 0 0 - 07FJP29OGN70JFH0UDENDKC264DNTS8I NS
074pb9ud632su67eo50297a30pbbb1ie.xn--80asehdb.	43200	in	rrsig	NSEC3 10 2 43200 20260205140407 20260122140407 49830 xn--80asehdb. kSnFskzKluhVodUmYN2N8mI4FlALL0Hbt+1ayJpiHHCKJS7xRZlWvFhXHJIPElVpKwh+BY9WClVwOzMCsgcZ2oJj44WtuMZSzLoxFqHniHOlQGqVsAe/hk4Ng3Boc9woWoS+a6whaw0ABfjS1hNXw8zWbwOiEUGdTzLxgMDiHt0=
07fjp29ogn70jfh0udendkc264dnts8i.xn--80asehdb.	43200	in	nsec3	1 0 0 - 07PRRPRHP1A45HEATOQLTP7JL97KDDIK NS
07fjp29ogn70jfh0udendkc264dnts8i.xn--80asehdb.	43200	in	rrsig	NSEC3 10 2 43200 20260205140407 20260122140407 49830 xn--80asehdb. J9DBDtoXT/YafRvY3x7QVqOWj2ZlxD2C3h3SstP5vheLj3q9fJsEUy9nOe/Xu2bxGXRFv3K2iX53Qo6qQStkkYC0sDur1utquFnU9BZi5NyACnxncSAOtSkO4uTI69TAKgC1ve2k+m3vjIC15fyhu6PPUF6M2Wb3/zTLOG8IEVs=
07prrprhp1a45heatoqltp7jl97kddik.xn--80asehdb.	43200	in	nsec3	1 0 0 - 083DDU1MSA45KPR8TRK21JTL7FC91OFD NS
07prrprhp1a45heatoqltp7jl97kddik.xn--80asehdb.	43200	in	rrsig	NSEC3 10 2 43200 20260202153730 20260119153730 49830 xn--80asehdb. dODLTEJP68Y3XMABKZNOpk5yc9Nk0POXY8GQq0ewUj3ufQDk85z29aIm7rKtMLAMlk6zI7BMo+hAz4VZCSajcLrIwsEV+0mrRs8BYscjyzulc2sinAgCL2P7MZ+0OFnmIuaG00BDQj3NpnzP/060h21agZ0wY+LHgizc9l89DbE=
083ddu1msa45kpr8trk21jtl7fc91ofd.xn--80asehdb.	43200	in	nsec3	1 0 0 - 08Q9S707QFM8OP8S37DC4Q5UO1UB4MFL NS
083ddu1msa45kpr8trk21jtl7fc91ofd.xn--80asehdb.	43200	in	rrsig	NSEC3 10 2 43200 20260206094822 20260123094822 49830 xn--80asehdb. JcXlKwUm5uaDnkbZXe8NLr1AjKM+kHeyKqinCm9rkcmDNByw1Rqn4G37nvWcZBhgOllDZ1CJFf3waUTeV1PcNf/zWwSprd6ErzJ+f6VlriEk0qIr8OJHCTUurz97ZzoeOvvUcQ2LsoYvdw5kFBKKwKS+7rtrWZfEuRob4Qzt0p4=
