insurance.	900	in	soa	a.nic.insurance. admin.tldns.godaddy. 1767616661 1800 300 604800 1800
30rv9tdbvqk2e5a1p01qiv46gjjujv76.insurance.	900	in	rrsig	NSEC3 13 2 900 20260119114719 20260105104905 40921 insurance. NQ3RQxWk6mgpFQkyhv7tCOSHV+ZI69D7tKxTlmeN2B+QEw4YJM3HHbqbBy/JRzje7OSlCE3diYMuVLj174SwXA==
3irds6qabjtv80codnrfmtg2fbc0oquo.insurance.	900	in	nsec3	1 1 0 - 3KJPD81OA0U14J7VQUEO17NGC2961D1I NS DS RRSIG
3irds6qabjtv80codnrfmtg2fbc0oquo.insurance.	900	in	rrsig	NSEC3 13 2 900 20260118011747 20260104002857 40921 insurance. IlftOjbymFFcQBSieVhaQtadZVDXdLe/pr97NT3S36EaP7qxw6oaS21L6qGhJVv73HMG5f8w55Cfrp9Qd4iHkg==
3kjpd81oa0u14j7vqueo17ngc2961d1i.insurance.	900	in	nsec3	1 1 0 - 3KSGCECJGS9MQJNEK4HHB0E3N99J3VCT NS DS RRSIG
3kjpd81oa0u14j7vqueo17ngc2961d1i.insurance.	900	in	rrsig	NSEC3 13 2 900 20260117060236 20260103050359 40921 insurance. r38tJjNVkUi8ihpOpDCHhtBRc26uDjLJ7L6oib5gsHpmdS/FBHlUOV62qdEhEO2mFchH2x70IYtPp+IwByZjLA==
3ksgcecjgs9mqjnek4hhb0e3n99j3vct.insurance.	900	in	nsec3	1 1 0 - 48VA9Q5DVR8FTH9A84B4F9472PCQ05IN NS DS RRSIG
3ksgcecjgs9mqjnek4hhb0e3n99j3vct.insurance.	900	in	rrsig	NSEC3 13 2 900 20260119160326 20260105151108 40921 insurance. 9+WQq6L0yyrvo3XchN5XSaIwfG6xUX3Kxrkraf3LDxA2k1asdNHK7X1XVO03IHtE/aQsOdIsv7+VEF7+hilvdg==
48va9q5dvr8fth9a84b4f9472pcq05in.insurance.	900	in	nsec3	1 1 0 - 4LMGT5TEP5N1EARPUDUB5V4NERO23A73 NS DS RRSIG
48va9q5dvr8fth9a84b4f9472pcq05in.insurance.	900	in	rrsig	NSEC3 13 2 900 20260118011747 20260104002857 40921 insurance. 8/D3m8j2BcrUoSBbJmH2NVRFdLklWPqDJh6d8at/Z8e7NpKoQeAHJeL6XQB8CgWmqJuJyJ/EF0jtVHdR/a5hYA==
4lmgt5tep5n1earpudub5v4nero23a73.insurance.	900	in	nsec3	1 1 0 - 4N8P86JEU95E9RPDUL939UH2P242B0PH NS DS RRSIG
4lmgt5tep5n1earpudub5v4nero23a73.insurance.	900	in	rrsig	NSEC3 13 2 900 20260118011747 20260104002857 40921 insurance. Cz9/Or+mg7ZVf0CUWbs/xUt9wAQ6c0tf9+70j/r81rVuv10C9b+eRNvflaqTYQaOG/IrMF3KATqsryz6TWbeRg==
4n8p86jeu95e9rpdul939uh2p242b0ph.insurance.	900	in	nsec3	1 1 0 - 4PB9JURHVP6SS7JJJ1TBJQJCHCA4TKDH NS DS RRSIG
4n8p86jeu95e9rpdul939uh2p242b0ph.insurance.	900	in	rrsig	NSEC3 13 2 900 20260118011747 20260104002857 40921 insurance. E1eYV5TP65O5WuUBJrAUA0OUMZNqpc0ucNLa8jNPmLZrpgBPqRvEdBlN1SwY4TO7d/XnbRSiIf9j6TUXh7scgg==
4pb9jurhvp6ss7jjj1tbjqjchca4tkdh.insurance.	900	in	nsec3	1 1 0 - 4PBENVN73SOU4MB2IP1R6QOVDPB9FLP3 NS DS RRSIG
4pb9jurhvp6ss7jjj1tbjqjchca4tkdh.insurance.	900	in	rrsig	NSEC3 13 2 900 20260118011747 20260104002857 40921 insurance. cSJK4u9/R9S+vIWcJ9nz5+FW3O5wAP/pK54hZ9HAWnwOm9mlA7R7t5vHmv3oywMFHY2/3IrD6FBheuFOmD2ZGA==
4pbenvn73sou4mb2ip1r6qovdpb9flp3.insurance.	900	in	nsec3	1 1 0 - 52NUGGPO5TUV2HK6IR87THCCAF9HOOMD NS DS RRSIG
4pbenvn73sou4mb2ip1r6qovdpb9flp3.insurance.	900	in	rrsig	NSEC3 13 2 900 20260115140418 20260101131452 40921 insurance. 2jhnHGDewKH+9nrsfH0SMQiGHIF9j0Bw1EfyNn09fKNFf3moj5H4fJ5fuCyJfyjm2HrQZ+sZCldtInW3rqsF4A==
52nuggpo5tuv2hk6ir87thccaf9hoomd.insurance.	900	in	nsec3	1 1 0 - 5F4NTO6G6VOTJBPN53UNUQ43C35BFOLG NS DS RRSIG
52nuggpo5tuv2hk6ir87thccaf9hoomd.insurance.	900	in	rrsig	NSEC3 13 2 900 20260115140418 20260101131452 40921 insurance. /6Tav1FxSZ5QszqxK3woBR6INzcSUoXqPwa1Rw2CUiVIr6Nn+hH5ajmaDxGonPyZHy89mdhhMRC+xeAea6nBzg==
5f4nto6g6votjbpn53unuq43c35bfolg.insurance.	900	in	nsec3	1 1 0 - 5L0V099BQ0M78TON719L3190T4KIB47Q NS DS RRSIG
5f4nto6g6votjbpn53unuq43c35bfolg.insurance.	900	in	rrsig	NSEC3 13 2 900 20260119134839 20260105125801 40921 insurance. FEsGLLq5lGi7pZPy2w3+5dYIj5kG82Xoe9C9KGIxgzOMo6q2Oy5tRqe4iB7rRUNujZpohy2RjBSCKa7FLh0F7A==
5l0v099bq0m78ton719l3190t4kib47q.insurance.	900	in	nsec3	1 1 0 - 5O3T19B2I3LBRVGNJVSREQUSTR0JC7N3 NS DS RRSIG
5l0v099bq0m78ton719l3190t4kib47q.insurance.	900	in	rrsig	NSEC3 13 2 900 20260119134839 20260105125801 40921 insurance. tvALJACU4VXbpVYamG/bPSaXSlDuzFhNZrs5r4s2cAAD+IAUySFa6JoHPt3ft5M53EFpRbbKHAd0htjek/rgNw==
5o3t19b2i3lbrvgnjvsrequstr0jc7n3.insurance.	900	in	nsec3	1 1 0 - 63UVT75N8F27EGIN3VOOQCDOE0M61TR8 NS DS RRSIG
5o3t19b2i3lbrvgnjvsrequstr0jc7n3.insurance.	900	in	rrsig	NSEC3 13 2 900 20260118044023 20260104041346 40921 insurance. b9/hmxZ6Qd3ZRdduh+Mk2O3Gx2pXcDOg1KjJTbi5cx5A/WrZHIZGD5up+IAOY/G96k1wDHWdWLc9982uG1KRbw==
63uvt75n8f27egin3vooqcdoe0m61tr8.insurance.	900	in	nsec3	1 1 0 - 67B82HGJM87UJOOQ5N6IJI1LRTMG1PAT NS DS RRSIG
63uvt75n8f27egin3vooqcdoe0m61tr8.insurance.	900	in	rrsig	NSEC3 13 2 900 20260118011747 20260104002857 40921 insurance. TsuSXRxzeJ8OSQVobKjgaXVWzeZ3OeDlJn8h0vKBIimKAAH2EkSehikJydvOODwP8UqiXdlsNksjmH0MDeJs7A==
67b82hgjm87ujooq5n6iji1lrtmg1pat.insurance.	900	in	nsec3	1 1 0 - 67II90KGFAJPEJ2O6KDV7R2UPRV1C9EL NS SOA RRSIG DNSKEY NSEC3PARAM CDS CDNSKEY
67b82hgjm87ujooq5n6iji1lrtmg1pat.insurance.	900	in	rrsig	NSEC3 13 2 900 20260119202314 20260105200301 40921 insurance. UFJkBAHc71w1me+ET8I7maR2FmWj5L31e0jil8ox2Ys862Lr/lhyMYR9OkBic8+9qxFmxvA/y41EaAVeGmfaLg==
67ii90kgfajpej2o6kdv7r2uprv1c9el.insurance.	900	in	nsec3	1 1 0 - 6GT534EP2HAD4N9F8EHELAFTGLQ8N08D NS DS RRSIG
67ii90kgfajpej2o6kdv7r2uprv1c9el.insurance.	900	in	rrsig	NSEC3 13 2 900 20260118011747 20260104002857 40921 insurance. JZmjQ07rBjdb6hVXkmhRR0Et3cw+F1/ROsh3bJaLJs46hwjv19GUdVrDPHOs9/0RIcjVcARNYMB6wXY7ClP20w==
6gt534ep2had4n9f8ehelaftglq8n08d.insurance.	900	in	nsec3	1 1 0 - 6UNEKC19EG231MUNTS3BHKCAUJ01ALHS NS DS RRSIG
6gt534ep2had4n9f8ehelaftglq8n08d.insurance.	900	in	rrsig	NSEC3 13 2 900 20260118011747 20260104002857 40921 insurance. pAy+2bw1Bn6PtqQ2rN5MkpgiNpF39rayPhX+oguUl1hDTi2JKEQnN5ia80CF1Jbf8n+7Z4QOS9rWWR4haL/d8w==
6unekc19eg231munts3bhkcauj01alhs.insurance.	900	in	nsec3	1 1 0 - 70DC9140R0DHKKLH9HBFSN0160G1LIQ8 NS DS RRSIG
6unekc19eg231munts3bhkcauj01alhs.insurance.	900	in	rrsig	NSEC3 13 2 900 20260118011747 20260104002857 40921 insurance. OecxzvuX+EGKNQvmWIo89kuK08zCAhh6+i0IDAdRK7yvHYUPnMxAnr/ioRWbHIJc4iJiE+DxDiiva6lggu0Wfw==
70dc9140r0dhkklh9hbfsn0160g1liq8.insurance.	900	in	nsec3	1 1 0 - 71IVEGE4IMUDLPPTRKN6H5O58L6FF3VA NS DS RRSIG
70dc9140r0dhkklh9hbfsn0160g1liq8.insurance.	900	in	rrsig	NSEC3 13 2 900 20260118011747 20260104002857 40921 insurance. yULIggOaT9KZO7E9FYypY33ZB3pwZSEa68KJ9AeSj1sWbAtKjtGVkZohT8dZq+oFiRAShL3ga4sDFfAH++siRQ==
71ivege4imudlpptrkn6h5o58l6ff3va.insurance.	900	in	nsec3	1 1 0 - 74TFE6PA15GT305R86N88O19454Q8T6S NS DS RRSIG
71ivege4imudlpptrkn6h5o58l6ff3va.insurance.	900	in	rrsig	NSEC3 13 2 900 20260118011747 20260104002857 40921 insurance. 1U2VEWQfY/PxA1yTzQf7ly78QVMTKv+kqiUeVbNuD3LJRUwglGQUtTFYWRuZAqK8f8q10/HE3BJlU+ZbbuLRQg==
74tfe6pa15gt305r86n88o19454q8t6s.insurance.	900	in	nsec3	1 1 0 - 7LM78HBNU931T4A57SFNJM72KSD5CFIC NS DS RRSIG
74tfe6pa15gt305r86n88o19454q8t6s.insurance.	900	in	rrsig	NSEC3 13 2 900 20260118011747 20260104002857 40921 insurance. xRnE7cn2xAlH4lA8sc7j2WDF2r3FyslwGpmd+FeEnRmwN2X7L09sgeCrxXaSKRuzOGJzS1sVrnyuRnxC/N6j2A==
7lm78hbnu931t4a57sfnjm72ksd5cfic.insurance.	900	in	nsec3	1 1 0 - 7O1ICF3GCAV3SIDRIHFQ3SK418B4QI2D NS DS RRSIG
7lm78hbnu931t4a57sfnjm72ksd5cfic.insurance.	900	in	rrsig	NSEC3 13 2 900 20260118011747 20260104002857 40921 insurance. gj35Y/EGbXRdQPEAIFSqGMyDvDIPSVLxWEaG0t79KZ0QXxVjrbEEajmpW7OmApS9VYZLb0Xo/v71m2yElZGklw==
7o1icf3gcav3sidrihfq3sk418b4qi2d.insurance.	900	in	nsec3	1 1 0 - 802M5MCLKQ3Q931H3ETSDRSJJNJ35GN5 NS DS RRSIG
7o1icf3gcav3sidrihfq3sk418b4qi2d.insurance.	900	in	rrsig	NSEC3 13 2 900 20260117003554 20260103003203 40921 insurance. rBb2djZHwtrOmFLF/UjIGTMuf/PleKiZQqubPGRD2r8/+AYJb7khjvqDtecdMGEed2BT8YUMffrX+VlLrKGN1Q==
802m5mclkq3q931h3etsdrsjjnj35gn5.insurance.	900	in	nsec3	1 1 0 - 82EVKRM67V2D6JOTBKITFNOVQCA051VB NS DS RRSIG
802m5mclkq3q931h3etsdrsjjnj35gn5.insurance.	900	in	rrsig	NSEC3 13 2 900 20260117003554 20260103003203 40921 insurance. sN+Pr6QxfsJ2Sl9z66wvWIbPq+ue3Oh4zIShZ92PTICC0qnE53unUhcbuRQkyo3+eqfqnxkNeLJTIqNzm+t4Fg==
82evkrm67v2d6jotbkitfnovqca051vb.insurance.	900	in	nsec3	1 1 0 - 927387AGC1KOCSVBNNVVJ10KPB8JECVU NS DS RRSIG
82evkrm67v2d6jotbkitfnovqca051vb.insurance.	900	in	rrsig	NSEC3 13 2 900 20260118011747 20260104002857 40921 insurance. viqC/Vr3zv1eUi9CJIHU5kLffSSVbtk14FOgdEO5SMeDjfOsJv8nnNkWcem2IQjTtf+GcrDCiL2WJHXhBEnf2g==
927387agc1kocsvbnnvvj10kpb8jecvu.insurance.	900	in	nsec3	1 1 0 - 9HE341R6BRL0C89LLMQNJKIQ19E57S8D NS DS RRSIG
927387agc1kocsvbnnvvj10kpb8jecvu.insurance.	900	in	rrsig	NSEC3 13 2 900 20260115091924 20260101084343 40921 insurance. df+rf9WDqPEeA5GO4K+LRPGvS3FSZ+he/3ETa8w43mGwDZytl8DOnUKf8URMxEq5uvkSsgNymSjdOAxsmMskTg==
9he341r6brl0c89llmqnjkiq19e57s8d.insurance.	900	in	nsec3	1 1 0 - 9HSH1I93543223KDNP90NC5N9703BOLL NS DS RRSIG
9he341r6brl0c89llmqnjkiq19e57s8d.insurance.	900	in	rrsig	NSEC3 13 2 900 20260118011747 20260104002857 40921 insurance. 5ROC9SHG3u6yyjFmH5KZQTpx44kmJmc3XMFaLOc+cqDWmsyUCVTZ2rnWkH9iIFxRVWU89RXLxJdt6vi3IbAF9w==
9hsh1i93543223kdnp90nc5n9703boll.insurance.	900	in	nsec3	1 1 0 - 9P8HUG259GP4EM4OAKHT4HAAE1M3DAIC NS DS RRSIG
9hsh1i93543223kdnp90nc5n9703boll.insurance.	900	in	rrsig	NSEC3 13 2 900 20260118011747 20260104002857 40921 insurance. vA5cQgPh+n46TxddOTC0DrRtghtvtR4dP3uujHJnJvl+JwxKEjjuZj8UDLaTGRIWQXlpi6XhH+av2+Zrp4ZLwg==
9p8hug259gp4em4oakht4haae1m3daic.insurance.	900	in	nsec3	1 1 0 - 9RLK071JJIKI9HBUIM0TD6PEILFMQEDC NS DS RRSIG
9p8hug259gp4em4oakht4haae1m3daic.insurance.	900	in	rrsig	NSEC3 13 2 900 20260118011747 20260104002857 40921 insurance. KP/4Zj7PM/Wnr1qXHjYEntdbyF9WUNG0e/rgA4DmBXIrfGIo28EAtdOh37nAad3U2JB3BRsQ+68bCnZxl8mlsw==
9rlk071jjiki9hbuim0td6peilfmqedc.insurance.	900	in	nsec3	1 1 0 - 9RQL6FOAMCFPAIHHOOTE8GA36M29OP0I NS DS RRSIG
9rlk071jjiki9hbuim0td6peilfmqedc.insurance.	900	in	rrsig	NSEC3 13 2 900 20260118125639 20260104122747 40921 insurance. rQmV5U6PMaETuV+QzuC+ablC15gIvANPUShai44oQhg/FTQRGo87w04CAFSEd8hkRuzBb9LtgcL5gKaN3/TNPQ==
9rql6foamcfpaihhoote8ga36m29op0i.insurance.	900	in	nsec3	1 1 0 - 9TE8LSOA3TDM6MI1F11VD4A7NAMBC8G8 NS DS RRSIG
9rql6foamcfpaihhoote8ga36m29op0i.insurance.	900	in	rrsig	NSEC3 13 2 900 20260118125639 20260104122747 40921 insurance. GEMtsBUyh9MxAJ6HgdbBsrjUUmafY0FcIrGn4DBT642hRRosdwOn4nJMf26g8rLaK8HSwJhOmGWymsaQ+LOLLQ==
9te8lsoa3tdm6mi1f11vd4a7nambc8g8.insurance.	900	in	nsec3	1 1 0 - 9TNO50CUGQHNAK0SI0BDQ8EIJ5KFJM6O NS DS RRSIG
9te8lsoa3tdm6mi1f11vd4a7nambc8g8.insurance.	900	in	rrsig	NSEC3 13 2 900 20260118011747 20260104002857 40921 insurance. llWmspBBuHucVafE3v20WTEFxTgkV9htxX0kAGuALPSkF+Vxw5Jm0hAC8+5Pda4sXQVMoDt5cOLA68g5Glim/w==
9tno50cugqhnak0si0bdq8eij5kfjm6o.insurance.	900	in	nsec3	1 1 0 - ABF35NMJRFGVVS8PJ4TKILHTOAO09DO3 NS DS RRSIG
9tno50cugqhnak0si0bdq8eij5kfjm6o.insurance.	900	in	rrsig	NSEC3 13 2 900 20260118011747 20260104002857 40921 insurance. LHmtt9W81BdrwSQschTps6xesYK2LSDaFW1SXP05UddW/cc+7MVpRkU92fr379bRdePvnJtUwc8CleiSemvjrw==
_dmarc.insurance.	3600	in	rrsig	TXT 13 2 3600 20260119000605 20260104232739 40921 insurance. A2cKup+ZAkjvKvyHwDCfshB8hQT/KgSZf2oqIRMoyBJsxUp+fNLcTq5J3zOWhv1A6Awt9AVjIE4jQmPZwax9PA==
_dmarc.insurance.	3600	in	txt	"v=DMARC1; p=reject; sp=none; np=reject; rua=mailto:dmarcrpts@fTLD.com; psd=y;"
_forcedupdate.insurance.	300	in	rrsig	TXT 13 2 300 20260115152647 20260105113732 40921 insurance. YYVjzS5dFP/BezPFFCwVy9HCh9a8pJ5eB8Wji0Da+H0wdNsGokhp4vN9NkP1Cjhw13RW1SVU9rR3WmaQ0Jv+Rg==
_forcedupdate.insurance.	300	in	txt	"1767616652"
abf35nmjrfgvvs8pj4tkilhtoao09do3.insurance.	900	in	nsec3	1 1 0 - AMB8E204672EA5QPJR4AH2P0OFHD6T31 NS DS RRSIG
abf35nmjrfgvvs8pj4tkilhtoao09do3.insurance.	900	in	rrsig	NSEC3 13 2 900 20260118011747 20260104002857 40921 insurance. +hGBeMIv9hP//25JSE5TsZlH0ejYbcBq/D687aL4JesPJd1ipSbBJjvVAUEWAJsZi+y3aIoWz2yEnKPeELQ13g==
absa.insurance.	172800	in	ds	17760 13 2 F7F2ECDEFA245521871A401BB6DF02D0F99FED3DDFDB1C316C1317BCC3E06D64
absa.insurance.	172800	in	rrsig	DS 13 2 172800 20260119000605 20260104232739 40921 insurance. fbFN8nXiJmn1nUwx+OyBhfHmdo7/cNtOJawsDyKPAzf4m84Me/nEq/WpiMUKVlNtXlnOGFagTcaBdyhKXSF59w==
absa.insurance.	3600	in	ns	ns1.absa.insurance.
absa.insurance.	3600	in	ns	ns2.absa.insurance.
absa.insurance.	3600	in	ns	ns3.absa.insurance.
ace.insurance.	172800	in	ds	53911 8 2 39C6CB7D81DDBFC47D7408DDBB471950A78FDBA32B5E3B9AA92A9AA65334959B
ace.insurance.	172800	in	ds	57979 8 2 F3B523D0E1811A5FF3E176D10D836E2186C6189FAE74D777E13B2C7BD372D1DA
ace.insurance.	172800	in	ns	ns1.ace.insurance.
ace.insurance.	172800	in	ns	ns2.ace.insurance.
ace.insurance.	172800	in	rrsig	DS 13 2 172800 20260119000605 20260104232739 40921 insurance. mQ+j1y8UsMgL/gPK1dQkZ/9JDXCFsuLxgRgJ0JPI+/Js1eZONN/BpBYMO5o5D22FvyoWiztsaKvxg89fS6SpFA==
aegis.insurance.	172800	in	ds	14779 8 2 B793B19A23CF894B67FF16D663C970E8978EC9BE85106174E5B9FBC44EA5D90F
aegis.insurance.	172800	in	ns	ns1.aegis.insurance.
aegis.insurance.	172800	in	ns	ns2.aegis.insurance.
aegis.insurance.	172800	in	rrsig	DS 13 2 172800 20260119000605 20260104232739 40921 insurance. hV0cz43OPcSLHeL7qPQd8OIEIY4ZNwGEJnpaup6tHUiNzFCcFQQVEfT/9c0sDepXyt0hni71/G5gRs2SPwopdg==
ag.insurance.	172800	in	ds	5455 8 2 9CFEF7F8DB669711042CE76E69D8227E6594BCB59DE69F50D78C4166527E0B67
ag.insurance.	172800	in	ns	anycast.ag.insurance.
ag.insurance.	172800	in	ns	be.ag.insurance.
ag.insurance.	172800	in	ns	eu.ag.insurance.
ag.insurance.	172800	in	ns	nl.ag.insurance.
ag.insurance.	172800	in	ns	uk.ag.insurance.
ag.insurance.	172800	in	rrsig	DS 13 2 172800 20260119000605 20260104232739 40921 insurance. Bu23/wIBYLQoo80j8KHiN3UAYsYQ3hjWNFRubIKWh37zTxaAw/Mnn8Kl056nT2+WUMqzOhxEK0V0it+cg4jZ7g==
allianz.insurance.	3600	in	ds	56234 13 2 16CD9D8C30D643AE64BEE04FB49CFC83936DA208FAEF2C3C6500C191000ACB0F
allianz.insurance.	3600	in	ns	ns1.allianz.insurance.
allianz.insurance.	3600	in	ns	ns2.allianz.insurance.
allianz.insurance.	3600	in	ns	ns3.allianz.insurance.
allianz.insurance.	3600	in	ns	ns4.allianz.insurance.
allianz.insurance.	3600	in	ns	ns5.allianz.insurance.
allianz.insurance.	3600	in	ns	ns6.allianz.insurance.
allianz.insurance.	3600	in	rrsig	DS 13 2 3600 20260119000605 20260104232739 40921 insurance. axNWw926gPDHA+XADWwDeiWXTehUF4i+BJRig9hFzlq/UN9vN+Pn1vUpJK6RNcXGGU9TSRSxk8CeWp1seCBIZw==
alliedworld.insurance.	172800	in	ds	42937 8 2 E23AA7A52A1A5E936BED57854DC8C86C564DF53BA9C0FB4283A450C9D3CFB334
alliedworld.insurance.	172800	in	ds	53734 8 2 0FA204483323D9AE1209AB9FF4A5394A97F0AAE65C95E89AF87AA5ADCD8B0C20
alliedworld.insurance.	172800	in	ns	ns1.alliedworld.insurance.
alliedworld.insurance.	172800	in	ns	ns2.alliedworld.insurance.
alliedworld.insurance.	172800	in	ns	ns3.alliedworld.insurance.
alliedworld.insurance.	172800	in	rrsig	DS 13 2 172800 20260119000605 20260104232739 40921 insurance. 3Dxibo2TpX1IeMA/kGlsOqryyqS4yu2stNRN9b+dwcy5QznhpXz+WnHesGtM6XqRli0z7ep5HqdKt9yTliN67g==
allsecur.insurance.	3600	in	ds	6553 13 2 E2D8B312D8AC509F8FC0E94E3D00933C04EE292FC098C637414001C656C47635
allsecur.insurance.	3600	in	ns	ns1.allsecur.insurance.
allsecur.insurance.	3600	in	ns	ns2.allsecur.insurance.
allsecur.insurance.	3600	in	ns	ns3.allsecur.insurance.
allsecur.insurance.	3600	in	ns	ns4.allsecur.insurance.
