seat.	900	in	soa	anycast9.irondns.net. dnsmaster.corenic.org. 2512230030 7200 7200 604800 900
09opqdvg8gtk1e2o9m22hg118qmgatk4.seat.	43200	in	rrsig	NSEC3 10 2 43200 20260105102952 20251222102952 49655 seat. kf2dGAy3lmwHHTbi8X8VkbjaplNbPUlrZ/YMMKiHgCxbOOCd+ip1IkojOC8elMrLAgC8UGgeqer3l9/Kpjr6g0F1ak67gULIuTeuRmJR7lGBn95SWbafPrKcUsC7NQ9eo784TayqTxHStROiicGYb5XMctfbg+MMUiO+7LSGqGR96i/ZjkA5OMgqJZCNj4nvC4/RWVVEnIwBqxCKKtH60Q==
0apv60usofpkm6un7ghbbl67lbk8517o.seat.	43200	in	nsec3	1 0 0 - 0C2DGJ20U0IBJIQ4MMPD9Q89D9R44IST NS
0apv60usofpkm6un7ghbbl67lbk8517o.seat.	43200	in	rrsig	NSEC3 10 2 43200 20260105102952 20251222102952 49655 seat. GlhHHoPkDhOg22QSg1ANq2ZDIiMw6bh97lXhMJWrGdjdjjcd6L6+xaeICGZQBC8BaeR5wKz6hksxKBla0DfzV4rIwBYPuGI8dcqdSSy70QlfeU9zTCVnvuO1vfRjg0FzRMGxYIQqQJ7G9Ql3Ku8VNo4csqzD5EHv+DL4wPLVfKhvHWlLSGVJCLSkSHJqyLP/htsMUB93TIWmfA2swvFuMg==
0c2dgj20u0ibjiq4mmpd9q89d9r44ist.seat.	43200	in	nsec3	1 0 0 - 0CHORCD75RUH3L2VJH3RP5KUIOU2001M NS
0c2dgj20u0ibjiq4mmpd9q89d9r44ist.seat.	43200	in	rrsig	NSEC3 10 2 43200 20260105102952 20251222102952 49655 seat. Yn3rp4L3sJiThYOV/A9QGuHRdKky8dp2CDOGcfel0kX6WkhqsDsMo05ipR3g0q9vwDwSAZRLeZs65wgHjk1p6As1z2WanCS6MZ/nlpthgdYTWLR1LByeQBOi/ehxmRPtlFGPfpr87qFZa3UUmt4BXObYJLqUkwokOznZKmayLrxqC22hvUilUglJ3xKhOXgjzq7/REyAXqf33UAuH1vXHw==
0chorcd75ruh3l2vjh3rp5kuiou2001m.seat.	43200	in	nsec3	1 0 0 - 0E59BEJQGNFI2JICOTT3UQS1OAG472S8 NS
0chorcd75ruh3l2vjh3rp5kuiou2001m.seat.	43200	in	rrsig	NSEC3 10 2 43200 20260105102952 20251222102952 49655 seat. X/187Q2g9xf5XqniwTgN+DGtW6QCXPvTAb/G6EWwhM2YoF1vtwWA4vWYbgu59Ty9MQhn602mrHP8RaFNV2uInKQZpMeUoSp24GA60sxhEjVGcG/Vz0MNxzyD49RAbOTJIBvWi92jwzeMPB6/gwg6MNPw8F//ye/acENWs6fxVutiqHWbePG0o0ma1TC8dkp+MRWcuyx/X2GFtMLlE4LfPg==
0e59bejqgnfi2jicott3uqs1oag472s8.seat.	43200	in	nsec3	1 0 0 - 0ENGO0SL6L9KIUMT73TFQ1S9LVRB3S3E NS
0e59bejqgnfi2jicott3uqs1oag472s8.seat.	43200	in	rrsig	NSEC3 10 2 43200 20260105102952 20251222102952 49655 seat. AyiVfEH2t3GKLFShqw+NefMc35WmTJwrG2Ee5jopWW/aG26pH3sq8cufe41Iv2yew1emYJXlUu7Xfw6NSfOFCg/9Ln6Aa/kU8gGu94OJ1wU2pXKKfnfuSiK2dPsVJIj5U6apCDxBlJrVr5nnayZealpxpOg/1UJM9G7WAT2CfbcYKegA5sAnmLlhaPUsUbIhybdWfAJdn9eRjcsjJR3dQQ==
0engo0sl6l9kiumt73tfq1s9lvrb3s3e.seat.	43200	in	nsec3	1 0 0 - 0HQI862LQ67OFCPI1QKS3KDADBLME4F0 NS
0engo0sl6l9kiumt73tfq1s9lvrb3s3e.seat.	43200	in	rrsig	NSEC3 10 2 43200 20260105102952 20251222102952 49655 seat. r0FugaFwMGb6C17sA7h+zzXVWkdIrBo8TFb2P01LPfHHIz2mYLQlFr+rVI8UxxtqcOPVtZgXlLOWZW+1anJr1lS0tUL/X+9Y+pmzscWyrzpwdYDPMudJJLpxfK1hIcZi9558w2nK7ej3vvZNMlU88GE8HRiLCeeaQqXnTHLWDSW2LRms+nmBONaexWIvLn3KKIebjkHWWmxnFXDaMs9NDg==
0hqi862lq67ofcpi1qks3kdadblme4f0.seat.	43200	in	nsec3	1 0 0 - 0IKPEL3UF1ON8LNB19QDQ535CU5D05D0 NS
0hqi862lq67ofcpi1qks3kdadblme4f0.seat.	43200	in	rrsig	NSEC3 10 2 43200 20260105102952 20251222102952 49655 seat. Mhm0ExVaCSkmGqK2OJxQDLaSlXCfh5+8/puopKi/p76tdHWIBeL+LapL3xUhJxpWVpCycg1HYah/bCBBjQKYFbJH0Cze/El+Ahun5HsqucEBSfI9ib3mtbQ0bCj5+IHwkB6wC3iqP2kEnYJ0ceWwiFVueTomg9YmFS9lGsCgTERl6LNEvL3b1GbNPE6T8AU+LK7F7sqZFZFVOADlKWBEeA==
0ikpel3uf1on8lnb19qdq535cu5d05d0.seat.	43200	in	nsec3	1 0 0 - 0KPPF29DUBS0JKMA43QELQFFSVVDPOIF NS
0ikpel3uf1on8lnb19qdq535cu5d05d0.seat.	43200	in	rrsig	NSEC3 10 2 43200 20260105102952 20251222102952 49655 seat. R8JLHxM8+Qwnt1bGNrGGm4v/+PTrJ9t/we5L1MY7/Am/VlUiVkhWGr0ddDdVJ21Kg2SieUpNNLUfMkeMYsXTOSewEGUTQ7aSrXdCoh4As/GYyKAOjnpClKJ7gYTwW6tZg8uxzIFmRJ5tQCqNN1OJHYlmjs/JChsd6fmW4DFhsS4hHBULMB6LuQlpRDdb0uycy0v8Xjf3gwTIPhwqlQ67Nw==
0kppf29dubs0jkma43qelqffsvvdpoif.seat.	43200	in	nsec3	1 0 0 - 0L6IPR5N3Q9EN5G0ADF5OLVQP0M3UDQ1 NS
0kppf29dubs0jkma43qelqffsvvdpoif.seat.	43200	in	rrsig	NSEC3 10 2 43200 20260105102952 20251222102952 49655 seat. Bs0zySzykQPc4tOBQ4sG54hXvbuxwhNXxG/aGvkqeCRNm/sgQrss+5xfMP0EysbKjBvo3BOQke1MvpGqMYOtjzg4tsPKJSc/m8Z0Eqv3pxRq7D230bXtm8cx1Yq/XgTthxHJzoNT0b7DnlCjeKA1kaGnFbe1AVOAzDrTkvJIm4Y7wWUeisKiyg33O8CKJu3w1UKsXTkU8dfbylIDBSRERA==
0l6ipr5n3q9en5g0adf5olvqp0m3udq1.seat.	43200	in	nsec3	1 0 0 - 0N8HKRTV2KFLREP3SGHVE4TVTKNL3KOG NS
0l6ipr5n3q9en5g0adf5olvqp0m3udq1.seat.	43200	in	rrsig	NSEC3 10 2 43200 20260105102952 20251222102952 49655 seat. laivvA4uiJLjcxNFag58VL5fktXCUERRxNvIiFMh2c5Cm3BF+MOsss27HaPHRwRhJvKPkWGk0XEhOLoDvqnInGzUK61ENlaX5mICFBH0lG5pvOeq6JbNMXry2KBBbYCucc7Jyj8sib1f0lKzjCXAQqq5eo77sDaOmA5tviwJ3IBSvJmRv69QCusrbypcwSAeIdxrte+HcG7HF5Kg7f568Q==
0n8hkrtv2kflrep3sghve4tvtknl3kog.seat.	43200	in	nsec3	1 0 0 - 0OBIMR9499CRSM98REIS6BBQVJVHC9S3 NS
0n8hkrtv2kflrep3sghve4tvtknl3kog.seat.	43200	in	rrsig	NSEC3 10 2 43200 20260105102952 20251222102952 49655 seat. Hs1+UrGrsRjoJP6hvb6bPBPdxFTcL48ps03jq3u4TLE1G6bycLgIMBsudV4tkYPUFqbd3nd83ciWos1yhYrGhLhLMgCbYQ56SpNC86UGYQeQYU699+8Kbz8JgWiEfgnybKye+IWdt2gK1vDgaThzsnfu145YSzFc2SNYb9+KkMAR4vBIGksVN4J7BFhRQjNpmf8i8d6kvBmkfIaRXNvhMw==
0obimr9499crsm98reis6bbqvjvhc9s3.seat.	43200	in	nsec3	1 0 0 - 0QL54S6TGESOTKKQVPTO31ACGG3KS5DF NS
0obimr9499crsm98reis6bbqvjvhc9s3.seat.	43200	in	rrsig	NSEC3 10 2 43200 20260105102952 20251222102952 49655 seat. X4oZLtP5S8rSJVPKygLHTqVlghz5GpzzgHjYMZQZxiQuP5zv5jt2Asz9joPj7xP+62/rv2iRFmltpuK+xHuSEFQpL4+L8x2Er7d8Kbzmi7tISKBBqHekFaDx/XwpSPV6wXQB3LKoyh3qGMd1JodXzmd5dgB6h0d2iac99Rj9oF92V0qiTBmALUS1XhPSEO+Syt5uT0QfqFoJuoF9i39O1w==
0ql54s6tgesotkkqvpto31acgg3ks5df.seat.	43200	in	nsec3	1 0 0 - 0RC51G1JL8IMDDCJT93A3TSFPVS43RNV NS
0ql54s6tgesotkkqvpto31acgg3ks5df.seat.	43200	in	rrsig	NSEC3 10 2 43200 20260105102952 20251222102952 49655 seat. HbC42VfIyfHg3R3VDHPmYBtI557GtuXKWH+rFM1/nHswmHHG5c5gTwt8fOAnQYM0Lb51/q8shMoptA/XizuGGkyZdAj4+VxUzyffyqy1dZdSj69pOKKv4ozq4VKhVPaWk7QV1VBDEz1W1qI3T5mZ0Ku8X5gTzk2ga09YQcQpxA38P4QRgcl90cxPaOsPPKLrxww7vH/Aolpxyxdn9OmjSg==
0rc51g1jl8imddcjt93a3tsfpvs43rnv.seat.	43200	in	nsec3	1 0 0 - 0TIDST72N1B9F1NSH8C4PERM3J9N54A7 NS
0rc51g1jl8imddcjt93a3tsfpvs43rnv.seat.	43200	in	rrsig	NSEC3 10 2 43200 20260105102952 20251222102952 49655 seat. Nv6Mhp85asJCIlE7VSTJQk0Nqy8t8yL5kCZ0g6yoULVCHKUeMevyv6ZssLi9u2+BU5R8Y6YZ+eY0lE2pO85Y8jKjAXQ7yHo6xteQa9Irdi6uOrJBfhpdz1Ch0mSqfHUzdMuubO2SOoU3JzpYEG+Z1pIgS4y4Hp0OZPN6lNQw19mVoEVp+Qx/5a/rjgSQfN8FajyMZw0FUKWhPBFCS0+oNg==
0tidst72n1b9f1nsh8c4perm3j9n54a7.seat.	43200	in	nsec3	1 0 0 - 0V6IDRCMQNLOAV48BH76EMA0N8IBR9IG NS
0tidst72n1b9f1nsh8c4perm3j9n54a7.seat.	43200	in	rrsig	NSEC3 10 2 43200 20260105102952 20251222102952 49655 seat. NKO5GJM28WswiAgeCXBCEwwzItZ6aETMKG7DnYECKD1UW5idh3vZXF+5mc3wSFzSS7EqlVsdB4och7tYt2JE+Cf29LoXxeSdH+Gup1ctnOIAMslMPJJZnwODPzGRceFu6Lg8Mw+xmes2iM4/rfc3drUopZE+w39tXAFfs6w/HoEoWyEKWgspuy3/DaZl9UfLIyEe8ou581bBGfGCTLRNGA==
0v6idrcmqnloav48bh76ema0n8ibr9ig.seat.	43200	in	nsec3	1 0 0 - 101URGOF2M8LECBUETF34VPJE6PFR0G9 NS
0v6idrcmqnloav48bh76ema0n8ibr9ig.seat.	43200	in	rrsig	NSEC3 10 2 43200 20260105102952 20251222102952 49655 seat. n7ggmszTInp8xQmEo9/ijBLprBIqhGh1hE/865AP4fzDUmXKPGp0V8indt2HNE6eVW4QKhsc0BRoD4s0DBfSdbr1W14NLF5pM1bFp/CKj8TuCbkDI7Kv5VoiZLe7aVWCiMvGhS36MRPbxxd/HpFtg49ooAcfhqKKITNJGogc+BtDgCWCb0Q40vzBY9PXeOxrGULXRceD89RHuIwtvYfe7Q==
101urgof2m8lecbuetf34vpje6pfr0g9.seat.	43200	in	nsec3	1 0 0 - 10LKJ2P6B9OSC4P021M3A8PJFN35L8TF NS
101urgof2m8lecbuetf34vpje6pfr0g9.seat.	43200	in	rrsig	NSEC3 10 2 43200 20260105102952 20251222102952 49655 seat. BtHBip9FDN7jC3p+nQDdQNNlu71qJCJjA7Z/tpnb3t+sb47qgR5hiw9GvmdsMcHMgBC9+ESYpqmkg/xlht80KT134iFu23wpMUfOY6SiQF6GZhr/LwPBmYUgHU5koBDhP4bs0LAxhEQ6TlA96ZI08R11g86ACETDI6YJBHqewGCOdcDTQAhY4B3RNLp0tyWeWGFm+yTqkodbs8uJZ3NBMg==
10lkj2p6b9osc4p021m3a8pjfn35l8tf.seat.	43200	in	nsec3	1 0 0 - 135F765S14MPV0MSG7FTC8SJ1PQV464M NS
10lkj2p6b9osc4p021m3a8pjfn35l8tf.seat.	43200	in	rrsig	NSEC3 10 2 43200 20260105102952 20251222102952 49655 seat. RVTwMmfXyUDpGqp/vKPcZuHIIX1WeBZvSEZrjbkCU6CJ9oDQQUiV8fBXX3IdkfezSTsOnhYn4irHzdUEz4odIqDkos1Gx1mbzFpvEpBJ0HgVmFJWOrgYigFzBBCq6nq4l0WclnlpcnsCOyI1iLENzeT1KrWCuwJtL049j+40OOuNRed+T++XTqg6JVMUz/uIjhF3tQKXWcC8i7BifZBfYg==
135f765s14mpv0msg7ftc8sj1pqv464m.seat.	43200	in	nsec3	1 0 0 - 13EBINUN12M68S14420QBF6NAVQC0BAP NS
135f765s14mpv0msg7ftc8sj1pqv464m.seat.	43200	in	rrsig	NSEC3 10 2 43200 20260105102952 20251222102952 49655 seat. H0bnt2kcqPmoPrpnygDO/Vq+7OuI0Cu3UyTfmJS4rOX64TCD16wGBzxq4dWhTXeaQe+0KN0Nkru0dOkXBEhCIrWteNjiMvEJKfWsJjW/b3p662sxGU8fMAvmgbgBgY+tA4sJ8/HyEvGAnxrCPxgG1so6G+OWRb/OS5Ay+mqsXgCok+CqNRxLtay7SpWs3OCcf26IRIxUUdpcXm3f4kxAyg==
13ebinun12m68s14420qbf6navqc0bap.seat.	43200	in	nsec3	1 0 0 - 13FR2V205AHJIBVAN3TUN46NHF6N4UNL NS
13ebinun12m68s14420qbf6navqc0bap.seat.	43200	in	rrsig	NSEC3 10 2 43200 20260105102952 20251222102952 49655 seat. IWaBmRAqF7ty++pDfgstINsQTPvm9L1Ep9ERCkgKjweHQfP1hKp9B5FWEEoZE2Jed3Rz8I4ElNMFupI50kDEhpNpwzgeybQUS+pJlBJ0X1WEdC9AU6rrJaIw3eH7L8VFpTO89A0FkCIRWv9gUnFH6fS57VlqyIHN7fTK5blrZryIuTXV+TYI5YAup8J/SAFI9H4Avl3Puq5D7cBBFS1ofQ==
13fr2v205ahjibvan3tun46nhf6n4unl.seat.	43200	in	nsec3	1 0 0 - 14EO2K5ICU0T8SSCS9J6V28GIRQMS6NA NS
13fr2v205ahjibvan3tun46nhf6n4unl.seat.	43200	in	rrsig	NSEC3 10 2 43200 20260105102952 20251222102952 49655 seat. Gk2AoX6YDwkr7apmZB7wgq69+8oQOD21B1U7WgL7D7lvlLh45Xbsm2R/+nIMTF73ipC8u2VRGZtLT89tTs9LDmmYeaRkjBpvr6MY3Xup1bla72s2Gz+43dk4ZOaZuz6cqllOZCpGzjhYdQT0RnMVpZ5iL8jprKEIup8ws+FAZOYpkfKXceyoOIwdqcO6wC1cR5iDv0A9XnaUIdiAcCf3ww==
14eo2k5icu0t8sscs9j6v28girqms6na.seat.	43200	in	nsec3	1 0 0 - 150ULA738G64VNGVBDB8E04URDBJ31H3 NS
14eo2k5icu0t8sscs9j6v28girqms6na.seat.	43200	in	rrsig	NSEC3 10 2 43200 20260105102952 20251222102952 49655 seat. bastRN2ZLuxa3ClzUljDpaXBt6qTzFm7YhHpVFZ6tGj5/VTLlmDiwJTUwXs0TTujJpPJZbqvsqP/adnT2F1L18N+9v9JuB7xONpyn1DgnQ2zaf2Km5fmUx5vsuMgBPdLkzVdMGrZHqOPYP13cvoDRDo43dOzk6fl3Xzmvwo1p6TqTzpAiPJBcT1UoUc2slpjsf4aovDLzwtQ3PMrcPYmUg==
150ula738g64vngvbdb8e04urdbj31h3.seat.	43200	in	nsec3	1 0 0 - 15KJIA49COOVA6GRLHRSQDG08CD8KG6S NS
150ula738g64vngvbdb8e04urdbj31h3.seat.	43200	in	rrsig	NSEC3 10 2 43200 20260105102952 20251222102952 49655 seat. M7U5hvuXbOYHoNAoIbVBTcfkFuAVSabZxKfKACaWuU12SWRRPMkkBipUQS76NskK2btH2xRGoBMj2Z85JeJu7mcZZTZsY+Mk82QcLMbCGZEKuygVnvJB2xGJFTUOKaIX/h9HbzH/2f1FruXp/S5GKAhdS38SiKflWk1E340cRram/HOco/mfycPijQi2hLoul2o1GrNW76zXBgbH6bIm1w==
15kjia49coova6grlhrsqdg08cd8kg6s.seat.	43200	in	nsec3	1 0 0 - 188GM14NCGFGK5CI095FJKK1CKQL2S88 NS
15kjia49coova6grlhrsqdg08cd8kg6s.seat.	43200	in	rrsig	NSEC3 10 2 43200 20260105102952 20251222102952 49655 seat. NkT5g2i84GidZTlSg8g9NHSnjpZu/wBE45m3Z4sBxBs1KwThnem2XSz+QFFG6SesPzyoPrYrOkvHboC44WCvI+DM9IF51nuQLDhwxFmuKtSApN403v6gmvoQ2DUiwkZI333e3DOYEde1l8/lbiBMpuiKUauJ5zcMb8krCnlvS6hfe6+twNIfRkUGcC/tKt9nu/VsN0XxzoypFIuzGBKTLQ==
188gm14ncgfgk5ci095fjkk1ckql2s88.seat.	43200	in	nsec3	1 0 0 - 19O1RVOFMK66B8NB767HUE24II87ULNT NS
188gm14ncgfgk5ci095fjkk1ckql2s88.seat.	43200	in	rrsig	NSEC3 10 2 43200 20260105102952 20251222102952 49655 seat. G3ThG31oxcBK2Z4nwIOAU76qm0usx8CPxzxgUrWU/OKQ9mLyj3apG+K2zOBgiLmaiOfMoTVPsJanMSYxLi8ivL6hNAxdvgdpC6y75KMHrsueIHUmQe1KY6HlKipIX7vpyi4x4R4eu5yMf7jF2fRApOtX2jF+T4rO+tAYnGhms9nLrsgElxQJrHik2j8m79bcvDebr1Zc7bM1Hh+lrol5Zw==
19o1rvofmk66b8nb767hue24ii87ulnt.seat.	43200	in	nsec3	1 0 0 - 19VEHQ644QAI8SAVNFAI6DFUKAIRAEV8 NS
19o1rvofmk66b8nb767hue24ii87ulnt.seat.	43200	in	rrsig	NSEC3 10 2 43200 20260105102952 20251222102952 49655 seat. FL7cb2vYrEuirC4u7k9Vs+Dbp+bIyXUb8Gt0zXEuvU12PipVUpmloLbCz3BqubLvYt8oR4LDoPoKNTWUhZqNb02X4keWkQDg7Yu8vOf25Mx6xmLnWbjp1qwoQe86tnIRJze60FO6wua/YeFqESDC0qrG04xcNdxhK6AwVHHvZwQ1+0agIlXE4GYvB/VCSIGzEYf3m+LUrRqMn1EPAoeTaQ==
19vehq644qai8savnfai6dfukairaev8.seat.	43200	in	nsec3	1 0 0 - 1A07DU5L0TFJ8US35D3OH76BQBLJKF22 NS
19vehq644qai8savnfai6dfukairaev8.seat.	43200	in	rrsig	NSEC3 10 2 43200 20260105102952 20251222102952 49655 seat. ozyrRfqTGRw0HYgr8uJmRjP0dlH6xtwIHzmyAgBr5m3jODKfQPkCMgSk5z2PwI36WUhQNWPVBl2lJsXA7JlycAk/n5mrtQ0tzE0IecIsDxeFtfJIRNPhF4Bw6KY8PPntyMQyRFQq3LiPHdrzLM7csmvGPKOCeY/lKgu5cT8nTBx8KF5f+aDRfGC3piSUmdCYQMF8Orc+I9xDPPZMpIOdQw==
1a07du5l0tfj8us35d3oh76bqbljkf22.seat.	43200	in	nsec3	1 0 0 - 1A9PF7QNUSREPSANCLRHESH2QIE3F6OM NS
1a07du5l0tfj8us35d3oh76bqbljkf22.seat.	43200	in	rrsig	NSEC3 10 2 43200 20260105102952 20251222102952 49655 seat. Y5xKeVHDWJjKP/uXJXv7dFC5fL7Z0jttfZY/xtirevR/E5GDfVURqR4hV3L79PQjDzCL5iH0ESJrKqVDJq2h7Rnh41t3kipdkfNExmmAXYyHza9lS0GiM/rkLLTjcUy5SO1mX99yxzFH1GzHZ5M6Z+LS3TIosPhj2WQrrrqs3sEfkr0zcg7S70Y+ubJ9iEBKu9Jy3OrlBPYn4JVlCe5Kdw==
1a9pf7qnusrepsanclrhesh2qie3f6om.seat.	43200	in	nsec3	1 0 0 - 1CKU6VP1LAH6D6GAGO6GVK6GDG70BCU6 NS
1a9pf7qnusrepsanclrhesh2qie3f6om.seat.	43200	in	rrsig	NSEC3 10 2 43200 20260105102952 20251222102952 49655 seat. qo3H87aZqvxh5v6jcvGMIe+qj5NQe6N7KvIhPVi78EX0ih16kksWSN3p1rWw7JV/XrIeKWX3x26GGd346/l9x0Hu9Y1TnMUKrg9HbZ+LXuPBP/R7WBhX0lmK9lTKx/roTz0W0sn6TCaAFP/YCKVFQ9nlWRQiU3JKDVoDomwV8lGy5GOiHzp57L8UyQpEpLZ3JzCGswLLY0UOXuWn6jubFw==
1cku6vp1lah6d6gago6gvk6gdg70bcu6.seat.	43200	in	nsec3	1 0 0 - 1FO2R6GU599AA2D506F4EDLDCENT79OH NS
1cku6vp1lah6d6gago6gvk6gdg70bcu6.seat.	43200	in	rrsig	NSEC3 10 2 43200 20260105102952 20251222102952 49655 seat. pYcY6y9Qm428cQ2eUaqZPPvIpFFWgK8aILsJKZfIBt+g1BpYv9/EJpXkdl0YgkQXLDkXoE6PSnN4xuKf77xSK48LE4K1HpSg2tncAlX7Kqw059/qq5qoJmQjjx2mzGeEqlc6lsVOPLTHVYOXYcX1VKx+fzPYGz2J/e8/IP11KIYhbf7hM9wMPOOqcqFEa7JaatQGgoieUSFj7VmrMiNCnQ==
1fo2r6gu599aa2d506f4edldcent79oh.seat.	43200	in	nsec3	1 0 0 - 1HHNLBB5NGFPETIAMRHOLVUBCRUK6GC2 NS
